time,x0
0,293.15
3600,293.12901162940295
7200,293.11733108958697
10800,293.10383136039343
14400,293.09657920348155
18000,293.15149592457044
21600,293.6863982805614
25200,294.3064716354624
28800,294.2901068014935
32400,294.45758238025735
36000,294.5878032231036
39600,294.6065364887868
43200,294.63684019565204
46800,294.6420582407206
50400,294.58384198508827
54000,294.4774208080398
57600,294.3673907105896
61200,294.26951146689703
64800,294.14948520564405
68400,294.02932474252214
72000,293.9199113112545
75600,293.8012232156317
79200,293.66893735485826
82800,293.537536948917
86400,293.40763230944765
90000,293.30084537799416
93600,293.19581411052803
97200,293.0932294249612
100800,293.0204469588211
104400,292.95147750300157
108000,292.9263731999256
111600,293.18599736763076
115200,294.0905704786278
118800,294.7342623948639
122400,295.3729568979304
126000,295.84143907793947
129600,295.9253129233624
133200,295.94273826709633
136800,295.9199860391225
140400,295.81278476608315
144000,295.7344206621959
147600,295.70428535702007
151200,295.6032489402799
154800,295.49050812753563
158400,295.3668477697653
162000,295.2401757555691
165600,295.11146045595297
169200,294.9836387548127
172800,294.8597483754808
176400,294.7286066948429
180000,294.5527657046331
183600,294.3360656978011
187200,294.1163085035699
190800,293.8980150275658
194400,293.69942453981037
198000,293.60924583557227
201600,293.7584902305982
205200,294.45125202837914
208800,295.2733149653433
212400,296.07129462553024
216000,296.8376401951888
219600,297.56882620837246
223200,297.5213669890082
226800,297.4040361766506
230400,297.220742310437
234000,297.2171643967956
237600,297.13932012854104
241200,297.04870968953605
244800,296.9508881244594
248400,296.84831409995576
252000,296.73983509507866
255600,296.6234382414521
259200,296.4970965969827
