time,T,Qr,vetot
0,20.0,0.0,0.0
3600,19.822884275438867,0.0,0.0
7200,19.713444144361688,0.0,0.0
10800,19.632204673424212,0.0,0.0
14400,19.54896248550665,0.0,0.0
18000,19.50254851933198,0.0,0.0
21600,19.87812909670481,0.0,0.0
25200,20.635422399107767,0.0,0.0
28800,20.86010182549626,0.0,0.0
32400,20.940688409615063,0.0,0.0
36000,21.0810107675689,0.0,0.0
39600,21.112911899145388,0.0,0.0
43200,21.167224277272055,0.0,0.0
46800,21.19701168286616,0.0,0.0
50400,21.16154531299719,0.0,0.0
54000,21.080365536554552,0.0,0.0
57600,21.00115518901947,0.0,0.0
61200,20.929298296702996,0.0,0.0
64800,20.71272612899901,0.0,0.0
68400,20.622433364772064,0.0,0.0
72000,20.4206449945774,0.0,0.0
75600,20.332384095165423,0.0,0.0
79200,20.230333747883492,0.0,0.0
82800,20.128908714235763,0.0,0.0
86400,19.974898715711106,0.0,0.0
90000,19.85051325099056,0.0,0.0
93600,19.744952091202492,0.0,0.0
97200,19.61381828448367,0.0,0.0
100800,19.526132280642628,0.0,0.0
104400,19.44790348798506,0.0,0.0
108000,19.382586849894153,0.0,0.0
111600,19.75491235430769,0.0,0.0
115200,20.665973823032004,0.0,0.0
118800,21.328953574003037,0.0,0.0
122400,21.871494748485418,0.0,0.0
126000,22.345505679048927,0.0,0.0
129600,22.431690986338765,0.0,0.0
133200,22.451012999385398,0.0,0.0
136800,22.430228634801097,0.0,0.0
140400,22.324933123046492,0.0,0.0
144000,22.140224211507928,0.0,0.0
147600,21.88637493581905,0.0,0.0
151200,21.566366679045075,0.0,0.0
154800,21.29011766424128,0.0,0.0
158400,21.1983017252943,0.0,0.0
162000,21.09936704992657,0.0,0.0
165600,20.75724293237522,0.0,0.0
169200,20.66181133517307,0.0,0.0
172800,20.571457941601977,0.0,0.0
176400,20.474342057781712,0.0,0.0
180000,20.27905800884446,0.0,0.0
183600,20.132563619503458,0.0,0.0
187200,19.990219180234647,0.0,0.0
190800,19.89376683337008,0.0,0.0
194400,19.777443186031803,0.0,0.0
198000,20.004005686423056,0.0,0.0
201600,20.355448309367716,0.0,0.0
205200,21.177395480059943,0.0,0.0
208800,21.999375475522925,0.0,0.0
212400,22.797389123425603,0.0,0.0
216000,23.563921835995302,0.0,0.0
219600,24.295450996243574,0.0,0.0
223200,24.24870604927412,0.0,0.0
226800,24.13204965418123,0.0,0.0
230400,23.949450320676704,0.0,0.0
234000,23.71650355990579,0.0,0.0
237600,23.416312383259708,0.0,0.0
241200,23.09379957643273,0.0,0.0
244800,22.766696424288796,0.0,0.0
248400,22.426832694015673,0.0,0.0
252000,22.085704008675577,0.0,0.0
255600,21.74755773040596,0.0,0.0
259200,21.64618081824841,-0.41334181427599326,0.0
