time,vpos
0,-38.59949127292218
3600,-13.689015897741651
7200,-0.08872419425316434
10800,-0.07180776329806195
14400,0.00018027114721298754
18000,-0.11799024160957948
21600,99.99986515745317
25200,99.99999896506009
28800,-27.314387046949047
32400,-0.6097530715089718
36000,1.3145173419780214
39600,5.624119283895701
43200,2.6384883300431103
46800,-8.868587721838628e-06
50400,-0.001737848063059715
54000,4.17446268079301
57600,1.3110581961652684e-06
61200,-50.79834484042475
64800,0.5119112315010957
68400,-49.847842370567285
72000,-0.0692522342518052
75600,0.0013991168267890597
79200,0.02016763695553668
82800,-22.866495186768777
86400,-7.402477449626421
90000,0.0007006262831224606
93600,-10.693280846984504
97200,-3.7395511278680846
100800,-0.04114265559057289
104400,-0.08475663918333445
108000,99.9999999998328
111600,99.99999999995872
115200,-34.265858154578325
118800,-100.0
122400,-100.0
126000,-99.99999999999602
129600,-100.0
133200,-99.97697465627373
136800,-99.99999999999999
140400,-99.99999800973353
144000,-99.99999952323897
147600,-99.92177974484444
151200,-78.72770932479783
154800,0.3998327270669325
158400,-1.5620731468566185
162000,-99.99999805117643
165600,0.00602300981880096
169200,2.315937062693195e-05
172800,0.046684632606616594
176400,-39.13073424183037
180000,-18.488230652185454
183600,-16.846003479818776
187200,0.12935173988920573
190800,-11.332282178172687
194400,99.99999597466105
198000,99.99999833562708
201600,-22.413877374590392
205200,-99.9999999999877
208800,-100.0
212400,-100.0
216000,-100.0
219600,-99.99999999987635
223200,-99.99999999999898
226800,-99.99999293687522
230400,-99.99999151898116
234000,-99.9999999970278
237600,-99.99998999963044
241200,-99.99999685363541
244800,-99.99999955901897
248400,-100.0
252000,-99.99999852031735
255600,-5.740858531610993e-06
259200,-5.740858531610993e-06
