_iter_,RExt,_error_,_method_,occheff,shgc,tmass
1,2.90625,1.1585970928126272,GA,1.8437500000000002,6.625000000000001,42.03750000000001
2,2.90625,1.1585970928126272,GA,1.8437500000000002,6.625000000000001,42.03750000000001
3,3.8144265759753155,1.057596921317594,GA,2.09375,3.317795459241022,44.4875
4,3.4312500000000004,1.0366992449885835,GA,1.8437500000000002,5.875000000000002,42.03750000000001
5,3.9562500000000003,0.9552842260820406,GA,1.8437500000000002,5.202675236395863,42.03750000000001
6,3.9562500000000003,0.9552842260820406,GA,1.8437500000000002,5.202675236395863,42.03750000000001
7,3.9562500000000003,0.9552842260820406,GA,1.8437500000000002,5.202675236395863,42.03750000000001
8,3.9562500000000003,0.9552842260820406,GA,1.8437500000000002,5.202675236395863,42.03750000000001
9,3.9562500000000003,0.9552842260820406,GA,1.8437500000000002,5.202675236395863,42.03750000000001
10,3.8359282756936524,0.934128595844044,GA,1.8099487171593691,5.202675236395863,44.26479539979166
11,3.8359282756936524,0.934128595844044,GA,1.8099487171593691,5.202675236395863,44.26479539979166
12,3.8359282756936524,0.934128595844044,GA,1.8099487171593691,5.202675236395863,44.26479539979166
13,3.9562500000000003,0.9184878530172306,GA,1.823878692663184,5.202675236395863,44.26479539979166
14,3.9562500000000003,0.9184256869926881,GA,1.8437500000000002,5.202675236395863,44.26479539979166
15,3.9562500000000003,0.9184256869926881,GA,1.8437500000000002,5.202675236395863,44.26479539979166
16,3.9562500000000003,0.9184256869926881,GA,1.8437500000000002,5.202675236395863,44.26479539979166
17,3.9562500000000003,0.9184256869926881,GA,1.8437500000000002,5.202675236395863,44.26479539979166
18,3.9562500000000003,0.9184256869926881,GA,1.8437500000000002,5.202675236395863,44.26479539979166
19,4.0,0.8734731642792575,GA,1.8437500000000002,5.202675236395863,47.57471065727534
20,3.9562500000000003,0.8612081070495882,GA,2.035100266635555,4.458640623968439,48.665415961745246
21,3.9562500000000003,0.8612081070495882,GA,2.035100266635555,4.458640623968439,48.665415961745246
22,3.9562500000000003,0.8612081070495882,GA,2.035100266635555,4.458640623968439,48.665415961745246
23,3.9562500000000003,0.8612081070495882,GA,2.035100266635555,4.458640623968439,48.665415961745246
24,3.9562500000000003,0.8612081070495882,GA,2.035100266635555,4.458640623968439,48.665415961745246
25,3.9562500000000003,0.8612081070495882,GA,2.035100266635555,4.458640623968439,48.665415961745246
26,3.9562500000000003,0.8612081070495882,GA,2.035100266635555,4.458640623968439,48.665415961745246
27,3.9562500000000003,0.8611289336131489,GA,2.0359138093216678,4.458640623968439,48.665415961745246
28,3.9562500000000003,0.8543460942224551,GA,2.035100266635555,4.345350147238529,50.0
29,3.9562500000000003,0.8423965842526144,GA,2.176045646993276,4.458640623968439,50.0
30,3.9562500000000003,0.8422313113205556,GA,2.1056005403084432,4.458640623968439,50.0
31,3.9562500000000003,0.8422313113205556,GA,2.1056005403084432,4.458640623968439,50.0
32,3.9562500000000003,0.8422313113205556,GA,2.1056005403084432,4.458640623968439,50.0
33,3.9562500000000003,0.8415842386442081,GA,2.1475874643676347,4.458640623968439,50.0
34,3.9562500000000003,0.8415842386442081,GA,2.1475874643676347,4.458640623968439,50.0
35,3.9562500000000003,0.8406028415918891,GA,2.1056005403084432,4.575173103269126,50.0
36,3.9562500000000003,0.8406028415918891,GA,2.1056005403084432,4.575173103269126,50.0
37,3.9562500000000003,0.8406028415918891,GA,2.1056005403084432,4.575173103269126,50.0
38,3.9562500000000003,0.8406028415918891,GA,2.1056005403084432,4.575173103269126,50.0
39,3.9562500000000003,0.8406028415918891,GA,2.1056005403084432,4.575173103269126,50.0
40,3.9562500000000003,0.8406028415918891,GA,2.1056005403084432,4.575173103269126,50.0
41,3.9562500000000003,0.8406028415918891,GA,2.1056005403084432,4.575173103269126,50.0
42,3.9562500000000003,0.8406028415918891,GA,2.1056005403084432,4.575173103269126,50.0
43,3.9562500000000003,0.8406028415918891,GA,2.1056005403084432,4.575173103269126,50.0
44,4.0,0.8366174994452028,GA,2.1056005403084432,4.575173103269126,50.0
45,4.0,0.8366174994452028,GA,2.1056005403084432,4.575173103269126,50.0
46,4.0,0.8366174994452028,GA,2.1056005403084432,4.575173103269126,50.0
47,4.0,0.8366174994452028,GA,2.1056005403084432,4.575173103269126,50.0
48,4.0,0.8366174994452028,GA,2.1056005403084432,4.575173103269126,50.0
49,4.0,0.8366174994452028,GA,2.1056005403084432,4.575173103269126,50.0
50,4.0,0.836512314599714,GA,2.091012929484065,4.575173103269126,50.0
51,4.0,0.836512314599714,SCIPY[L-BFGS-B],2.091012929484065,4.575173103269126,50.0
52,4.0,0.836491506458115,SCIPY[L-BFGS-B],2.091721875667199,4.5902114183358975,50.0
53,4.0,0.8364875667769095,SCIPY[L-BFGS-B],2.090738110177596,4.592581023788106,50.0
54,4.0,0.8364748925678853,SCIPY[L-BFGS-B],2.0839275145365788,4.608631587091833,50.0
55,4.0,0.836474892549379,SCIPY[L-BFGS-B],2.0839373222785733,4.608608989793548,50.0
