time,T
0.0,21.219697085293856
3600.0,21.706666501363117
7200.0,21.525925994550114
10800.0,22.87999987602234
14400.0,22.92941180798186
18000.0,23.899999959128245
21600.0,23.582608685445624
25200.0,25.09999990463257
28800.0,24.887499968210854
32400.000000000004,24.324999968210854
36000.0,23.678571428571427
39600.0,23.07499996821086
43200.0,23.5
46800.0,23.550000190734863
50400.0,23.5
54000.0,23.5
57600.0,23.5
61200.00000000001,23.399999618530273
64800.00000000001,23.29999923706055
68400.0,23.20000076293945
72000.0,23.125000476837158
75600.0,22.64999993642171
79200.0,22.049999872843422
82800.0,21.87142848968506
86400.0,21.65000009536743
90000.0,21.77500009536743
93600.0,22.04166682561239
97200.0,22.200000127156578
100800.0,22.53500013351441
104400.0,22.56250023841858
108000.0,22.612499952316284
111600.0,22.949999809265137
115200.0,23.175000190734863
118800.00000000001,23.600000381469727
122400.00000000001,23.550000190734863
126000.00000000001,23.141666412353516
129600.00000000001,23.037500381469727
133200.0,23.10000038146973
136800.0,23.10000038146973
140400.0,23.10000038146973
144000.0,23.10000038146973
147600.0,23.0
151200.0,22.899999618530273
154800.0,22.79999923706055
158400.0,22.69999980926514
162000.0,22.60000038146973
165600.0,22.5625
169200.0,22.34999990463257
172800.0,22.719999980926513
176400.0,22.708333333333336
180000.0,22.949999809265137
183600.0,21.82878797704523
187200.0,22.29285717010498
190800.0,22.424999713897705
194400.0,22.34999942779541
198000.0,22.624999713897704
201600.0,23.533333460489914
205200.0,23.600000381469727
208800.0,23.200000286102295
212400.0,23.075000286102295
216000.0,22.84999990463257
219600.0,23.02500009536743
223200.0,23.10000038146973
226800.0,23.10000038146973
230400.0,23.10000038146973
234000.00000000003,23.050000190734863
237600.00000000003,22.949999809265137
241200.00000000003,22.899999618530273
244800.00000000003,22.79999923706055
248400.00000000003,22.79999923706055
252000.00000000003,22.899999618530273
255600.00000000003,22.949999809265137
259200.00000000003,23.175000190734863
262800.0,23.47499990463257
266400.0,22.885714258466447
270000.0,22.862499952316284
273600.0,23.22499990463257
277200.0,23.71333341598511
280800.0,23.704166730244957
284400.0,24.599999936421714
288000.0,25.34999942779541
291600.0,24.900000027247838
295200.0,24.75
298800.0,24.449999809265137
302400.0,24.25
306000.0,24.050000190734863
309600.0,23.949999809265137
313200.0,23.84999942779541
316800.0,23.75
320400.0,23.60000038146973
324000.0,23.5
327600.0,23.449999809265137
331200.0,23.399999618530273
334800.0,23.399999618530273
338400.0,23.399999618530273
342000.0,23.47499990463257
345600.0,23.5
349200.0,23.34999942779541
352800.0,23.783333142598472
356400.0,23.216666507720944
360000.0,23.125892911638534
363600.0,22.550000190734863
367200.0,22.5
370800.0,23.075000286102295
374400.0,24.574999809265137
378000.0,24.725000381469727
381600.0,24.550000190734863
385200.0,24.34999942779541
388800.0,24.075000286102295
392400.0,23.949999809265137
396000.0,23.79999923706055
399600.0,23.70000076293945
403200.0,23.70000076293945
406800.0,23.70000076293945
410400.0,23.60000038146973
414000.0,23.60000038146973
417600.0,23.550000190734863
421200.0,23.166666666666664
424800.0,23.449999809265137
428400.0,23.41666634877523
432000.0,23.33333365122477
435600.0,23.633333841959633
439200.0,23.84999990463257
442800.0,24.02500009536743
446400.0,24.387500047683716
450000.0,24.875000158945717
453600.0,25.616666634877525
457200.0,25.72499990463257
460800.0,25.149999936421715
464400.0,24.325000047683716
468000.00000000006,23.549999793370567
471600.00000000006,23.550000190734863
475200.00000000006,22.96250001589457
478800.00000000006,23.237499713897705
482400.00000000006,23.625000476837158
486000.00000000006,23.70000076293945
489600.00000000006,23.70000076293945
493200.00000000006,23.65000057220459
496800.00000000006,23.60000038146973
500400.00000000006,23.60000038146973
504000.00000000006,23.60000038146973
507600.00000000006,23.34999990463257
511200.00000000006,23.550000190734863
