time,T,Qr,vetot
0,20.0,0.0,0.0
3600,19.910656570739775,0.0,0.0
7200,19.830844377994765,0.0,0.0
10800,19.71016513747645,0.0,0.0
14400,19.604105083839215,0.0,0.0
18000,19.507086265881128,0.0,0.0
21600,19.793906326562706,0.0,0.0
25200,20.55293900556819,0.0,0.0
28800,20.77800135445068,0.0,0.0
32400,20.980019641230854,0.0,0.0
36000,21.121500391501172,0.0,0.0
39600,21.15030950047185,0.0,0.0
43200,21.19057260378429,0.0,0.0
46800,21.215145736278032,0.0,0.0
50400,21.195836119550563,0.0,0.0
54000,21.123353856145513,0.0,0.0
57600,21.033622670571333,0.0,0.0
61200,20.961602735286704,0.0,0.0
64800,20.868547202959064,0.0,0.0
68400,20.776229568146448,0.0,0.0
72000,20.695463499148218,0.0,0.0
75600,20.60568790326397,0.0,0.0
79200,20.501033212901746,0.0,0.0
82800,20.3176868010666,0.0,0.0
86400,20.253268683211502,0.0,0.0
90000,20.098628025760206,0.0,0.0
93600,19.922716142892966,0.0,0.0
97200,19.81619429351673,0.0,0.0
100800,19.73653653710909,0.0,0.0
104400,19.468926790959358,0.0,0.0
108000,19.382883118205143,0.0,0.0
111600,19.755104314420294,0.0,0.0
115200,20.666190239713103,0.0,0.0
118800,21.170639053184743,0.0,0.0
122400,21.718547673512035,0.0,0.0
126000,22.19702198617108,0.0,0.0
129600,22.28432837825926,0.0,0.0
133200,22.30452317132682,0.0,0.0
136800,22.284566395008426,0.0,0.0
140400,22.18272666945785,0.0,0.0
144000,22.238983162065608,0.0,0.0
147600,22.229298308822422,0.0,0.0
151200,22.139911917863174,0.0,0.0
154800,21.916922424809115,0.0,0.0
158400,21.820492508181303,0.0,0.0
162000,21.7218490362568,0.0,0.0
165600,21.620942575753475,0.0,0.0
169200,21.520450833079906,0.0,0.0
172800,21.42533030154408,0.0,0.0
176400,21.20129469599152,0.0,0.0
180000,21.0972249888448,0.0,0.0
183600,20.979974522984037,0.0,0.0
187200,20.629327511402437,0.0,0.0
190800,20.539949240324972,0.0,0.0
194400,20.447661872389517,0.0,0.0
198000,20.660770882479483,0.0,0.0
201600,20.999999999999943,0.0,0.0
205200,21.616161993142896,0.0,0.0
208800,22.427692536900395,0.0,0.0
212400,23.215787463922652,0.0,0.0
216000,23.972525344719656,0.0,0.0
219600,24.694623726877353,0.0,0.0
223200,24.64555117157522,0.0,0.0
226800,24.52673177367086,0.0,0.0
230400,24.341961365531745,0.0,0.0
234000,24.205426273074067,0.0,0.0
237600,24.114740335265992,0.0,0.0
241200,23.788007887565072,0.0,0.0
244800,23.698879555064707,0.0,0.0
248400,23.43049919896731,0.0,0.0
252000,23.328113361796966,0.0,0.0
255600,23.22734949027864,0.0,0.0
259200,23.117571802688246,-1.6055828098936407,0.0
