time,cair.T
0,293.15
3600,293.06065657073975
7200,292.98084437799474
10800,292.86016513747643
14400,292.7541050838392
18000,292.6570862658811
21600,292.9439063265627
25200,293.70293900556817
28800,293.92800135445066
32400,294.13001964123083
36000,294.27150039150115
39600,294.3003095004718
43200,294.34057260378427
46800,294.365145736278
50400,294.34583611955054
54000,294.2733538561455
57600,294.1836226705713
61200,294.1116027352867
64800,294.01854720295904
68400,293.9262295681464
72000,293.8454634991482
75600,293.75568790326395
79200,293.6510332129017
82800,293.4676868010666
86400,293.4032686832115
90000,293.2486280257602
93600,293.07271614289294
97200,292.9661942935167
100800,292.88653653710907
104400,292.61892679095934
108000,292.5328831182051
111600,292.90510431442027
115200,293.8161902397131
118800,294.3206390531847
122400,294.868547673512
126000,295.34702198617106
129600,295.43432837825924
133200,295.4545231713268
136800,295.4345663950084
140400,295.3327266694578
144000,295.3889831620656
147600,295.3792983088224
151200,295.28991191786315
154800,295.0669224248091
158400,294.9704925081813
162000,294.8718490362568
165600,294.77094257575345
169200,294.6704508330799
172800,294.57533030154406
176400,294.3512946959915
180000,294.2472249888448
183600,294.129974522984
187200,293.7793275114024
190800,293.68994924032495
194400,293.5976618723895
198000,293.81077088247946
201600,294.1499999999999
205200,294.7661619931429
208800,295.5776925369004
212400,296.36578746392263
216000,297.12252534471963
219600,297.84462372687733
223200,297.7955511715752
226800,297.67673177367084
230400,297.4919613655317
234000,297.35542627307404
237600,297.26474033526597
241200,296.93800788756505
244800,296.8488795550647
248400,296.5804991989673
252000,296.47811336179694
255600,296.3773494902786
259200,296.2675718026882
