time,vpos
0,-40.41832311163189
3600,-41.921454904526
7200,29.66612808563081
10800,67.04155438887175
14400,33.912422052488125
18000,23.97469419847807
21600,68.44896038382767
25200,69.32362219471325
28800,-0.6794233104249423
32400,-4.25604567925653
36000,0.8290039627867698
39600,-11.717282808117956
43200,-14.558710245936176
46800,-9.157339653521209
50400,4.080579612272859
54000,-22.350612813976287
57600,-99.9981098429793
61200,-99.97923429460586
64800,-99.99978480504579
68400,-83.3511257255694
72000,1.274949732119747
75600,-10.135487742162478
79200,2.192735154042339
82800,2.573793893343137
86400,35.1048073748553
90000,99.9999954219455
93600,58.54131319921707
97200,-12.058038427381602
100800,87.28046224198678
104400,74.98820687324212
108000,98.71583007527677
111600,87.19642061611059
115200,-100.0
118800,-100.0
122400,-100.0
126000,-100.0
129600,-99.99999999999997
133200,-99.99999999999925
136800,-99.99999711671703
140400,-99.99912232758886
144000,-100.0
147600,-99.99893416070064
151200,-99.98939240198726
154800,-99.9995266808556
158400,-99.99808351158082
162000,-99.90219578886695
165600,-99.99768187143145
169200,-82.17018407329341
172800,41.383404279650975
176400,99.91014062629915
180000,-65.79557066650753
183600,-12.807350418020553
187200,-2.9750609612895795
190800,33.70032030603907
194400,99.99782090992802
198000,99.99838005614893
201600,-99.99999999989735
205200,-100.0
208800,-100.0
212400,-100.0
216000,-100.0
219600,-99.99999999992791
223200,-99.9784109677449
226800,-99.99999999913166
230400,-99.84924817724425
234000,-99.99999366386606
237600,-99.96804548146694
241200,-92.44480890332392
244800,-59.246737701293064
248400,4.941560014005708
252000,26.46009518616712
255600,2.5371529242389923
259200,-4.42280960083875
