time,T,Qr,vetot
0,20.0,0.0,0.0
3600,19.818432956538857,0.0,0.0
7200,19.6399233295337,0.0,0.0
10800,19.63192194310136,0.0,0.0
14400,19.712930667077842,0.0,0.0
18000,19.74837768716162,0.0,0.0
21600,20.17767576788202,0.0,0.0
25200,20.851741848479264,0.0,0.0
28800,21.0,0.0,0.0
32400,21.144201463394666,0.0,0.0
36000,21.273885412178515,0.0,0.0
39600,21.30296726521425,0.0,0.0
43200,21.313328972636043,0.0,0.0
46800,21.299947960766985,0.0,0.0
50400,21.24139628618491,0.0,0.0
54000,21.16975407754552,0.0,0.0
57600,21.02505926419593,0.0,0.0
61200,20.708610463594027,0.0,0.0
64800,20.372928002769925,0.0,0.0
68400,20.038679441197587,0.0,0.0
72000,19.758627653491885,0.0,0.0
75600,19.677715856341933,0.0,0.0
79200,19.554653412363336,0.0,0.0
82800,19.462381227950175,0.0,0.0
86400,19.37447309173575,0.0,0.0
90000,19.35752664091575,0.0,0.0
93600,19.49949799116763,0.0,0.0
97200,19.539199226739015,0.0,0.0
100800,19.431645472307025,0.0,0.0
104400,19.56765143282894,0.0,0.0
108000,19.68515061926081,0.0,0.0
111600,20.050914842380735,0.0,0.0
115200,20.924066385786148,0.0,0.0
118800,21.41986620531975,0.0,0.0
122400,21.960369171852108,0.0,0.0
126000,22.43261190305458,0.0,0.0
129600,22.518182344434024,0.0,0.0
133200,22.537013774180707,0.0,0.0
136800,22.51568387793793,0.0,0.0
140400,22.40990324604752,0.0,0.0
144000,22.224714104432962,0.0,0.0
147600,21.970385596686867,0.0,0.0
151200,21.649433410300105,0.0,0.0
154800,21.320674670808387,0.0,0.0
158400,20.98326524074173,0.0,0.0
162000,20.644643402677445,0.0,0.0
165600,20.30534009557033,0.0,0.0
169200,19.96802216414261,0.0,0.0
172800,19.6806227134835,0.0,0.0
176400,19.68972973751187,0.0,0.0
180000,19.839182311398417,0.0,0.0
183600,19.579407217786013,0.0,0.0
187200,19.450123613474943,0.0,0.0
190800,19.349139740681494,0.0,0.0
194400,19.346118722634458,0.0,0.0
198000,19.574925875990175,0.0,0.0
201600,19.929244059583596,0.0,0.0
205200,20.572523588179877,0.0,0.0
208800,21.41419135643696,0.0,0.0
212400,22.23069987366455,0.0,0.0
216000,23.01522802366742,0.0,0.0
219600,23.763839689509496,0.0,0.0
223200,23.720295968209314,0.0,0.0
226800,23.60669217938107,0.0,0.0
230400,23.427145390043904,0.0,0.0
234000,23.197878015756714,0.0,0.0
237600,22.900973907459615,-7199999.543798313,0.0
241200,22.58169988747187,-14397698.818463929,0.0
244800,22.276257001762815,-21053725.059503287,0.0
248400,22.038624458685376,-25319490.17399638,0.0
252000,21.956232787149247,-24963697.852987975,0.0
255600,21.928308275811673,-23058570.999583945,0.0
259200,21.832114583002863,-22875895.98903874,0.0
