time,vpos
0,25.201653929042994
3600,26.563433995195506
7200,28.269392724787323
10800,31.67957816214334
14400,42.456251040874974
18000,69.41161009634574
21600,49.57129293470766
25200,2.9045214670920974
28800,9.690334366402556
32400,-3.609119413515659
36000,-2.806185128564177
39600,-3.0498306330701994
43200,-6.4560833727866935
46800,-8.599338258256878
50400,-9.48800455631038
54000,-7.875099827257734
57600,-10.038108515186744
61200,-10.803403104411927
64800,-10.911482962130389
68400,-11.327248071162789
72000,-11.505488508005657
75600,-11.554451077978477
79200,-1.1823419352446938
82800,-1.4789293003691981
86400,-1.3776175336638916
90000,-1.0640752654220145
93600,-0.31582399024350194
97200,1.1699600879089893
100800,2.4761292896512117
104400,14.747177033086418
108000,52.42134819970048
111600,99.99999999999716
115200,-40.368887926632965
118800,-59.880182827970366
122400,-99.99999999998867
126000,-100.0
129600,-100.0
133200,-99.99999999992137
136800,-100.0
140400,-56.915857751702525
144000,-7.32505002702816
147600,-8.667745604080682
151200,-9.786152322905938
154800,-10.127834863377318
158400,-10.490626869974887
162000,-10.548805325306137
165600,-10.41908625256673
169200,-24.9647406886925
172800,-36.49431682187877
176400,-37.8254474762103
180000,-39.44749102266667
183600,-40.51400216798855
187200,-41.728341192719334
190800,-36.56131403299198
194400,-20.245368178161858
198000,28.35152012682493
201600,-72.0021818702988
205200,-99.9999999999345
208800,-99.99999999999962
212400,-99.99999999999999
216000,-100.0
219600,-99.99999999999999
223200,-99.99999999999389
226800,-99.99999999998924
230400,-52.901048382732405
234000,-6.868471184851243
237600,-8.416198047756742
241200,-9.02068535536231
244800,-9.313378653125637
248400,-9.760242596377863
252000,-10.259497885988543
255600,-10.843116161124062
259200,-11.204784656213539
