time,T,Qr,vetot
0,20.0,0.0,0.0
3600,19.979871416570745,0.0,0.0
7200,19.9677414753196,0.0,0.0
10800,19.950404549784707,0.0,0.0
14400,19.931123290384733,0.0,0.0
18000,19.948255258834195,0.0,0.0
21600,20.38151683713204,0.0,0.0
25200,20.95291653682557,0.0,0.0
28800,21.0,0.0,0.0
32400,21.145905621770964,0.0,0.0
36000,21.285924929462396,0.0,0.0
39600,21.31275723554461,0.0,0.0
43200,21.351565132421683,0.0,0.0
46800,21.37344897700524,0.0,0.0
50400,21.336853627263224,0.0,0.0
54000,21.25466879150497,0.0,0.0
57600,21.16421209612588,0.0,0.0
61200,21.091391298189365,0.0,0.0
64800,20.9981642466513,0.0,0.0
68400,20.904871326399018,0.0,0.0
72000,20.823137122187063,0.0,0.0
75600,20.73251019037764,0.0,0.0
79200,20.627980653011207,0.0,0.0
82800,20.524043987587334,0.0,0.0
86400,20.423597942216475,0.0,0.0
90000,20.358720197257526,0.0,0.0
93600,20.294501341809337,0.0,0.0
97200,20.22967395044651,0.0,0.0
100800,20.172956234598303,0.0,0.0
104400,20.10621237998538,0.0,0.0
108000,20.04644055127079,0.0,0.0
111600,20.174401019902234,0.0,0.0
115200,20.836938381982463,0.0,0.0
118800,21.3365319271752,0.0,0.0
122400,21.88080421299111,0.0,0.0
126000,22.35611445433159,0.0,0.0
129600,22.442357850725898,0.0,0.0
133200,22.461673369563698,0.0,0.0
136800,22.440804268822205,0.0,0.0
140400,22.335473053057626,0.0,0.0
144000,22.315479263055295,0.0,0.0
147600,22.304867157651017,0.0,0.0
151200,22.226568815215558,0.0,0.0
154800,22.139218741560285,0.0,0.0
158400,22.041862278767496,0.0,0.0
162000,21.942493892558673,0.0,0.0
165600,21.840339080696083,0.0,0.0
169200,21.73876120399916,0.0,0.0
172800,21.642151814624356,0.0,0.0
176400,21.53861048006928,0.0,0.0
180000,21.432646067167184,0.0,0.0
183600,21.29907570968254,0.0,0.0
187200,21.139935427611476,0.0,0.0
190800,20.95353098171728,0.0,0.0
194400,20.733431012197855,0.0,0.0
198000,20.536751585630896,0.0,0.0
201600,20.395418134605734,0.0,0.0
205200,21.028505078862906,0.0,0.0
208800,21.859489858295092,0.0,0.0
212400,22.665848164880288,0.0,0.0
216000,23.44034502314622,0.0,0.0
219600,24.179266830186123,0.0,0.0
223200,24.133250174420596,0.0,0.0
226800,24.017271143690152,0.0,0.0
230400,23.835352986897078,0.0,0.0
234000,23.84750852098125,0.0,0.0
237600,23.790481259503395,-10833.129630788691,0.0
241200,23.710039167113166,-20080.739323755228,0.0
244800,23.623612665961275,-25214.38935899711,0.0
248400,23.523426922734245,-21873.269964027004,0.0
252000,23.420960842298598,-8680.132758891672,0.0
255600,23.319809913777533,-3371.565881444003,0.0
259200,23.209438323337338,-5406.203458487212,0.0
