time,T,Qr,vetot
0,20.0,0.0,0.0
3600,19.672615557217966,0.0,0.0
7200,19.60106381105186,0.0,0.0
10800,19.506897752219345,0.0,0.0
14400,19.19785953115678,0.0,0.0
18000,19.39839358680763,0.0,0.0
21600,20.019379914382796,0.0,0.0
25200,20.77262303137678,0.0,0.0
28800,20.996244711576537,0.0,0.0
32400,21.177100201107066,0.0,0.0
36000,21.310381950861995,0.0,0.0
39600,21.327162814737846,0.0,0.0
43200,21.355986124222795,0.0,0.0
46800,21.378323822808966,0.0,0.0
50400,21.32870400757571,0.0,0.0
54000,21.234968950826158,0.0,0.0
57600,21.117825921480573,0.0,0.0
61200,20.823290747568308,0.0,0.0
64800,20.52652232870787,0.0,0.0
68400,20.436119034521994,0.0,0.0
72000,20.22735223922757,0.0,0.0
75600,20.084938012495456,0.0,0.0
79200,19.895313826426104,0.0,0.0
82800,19.795668154494876,0.0,0.0
86400,19.663281124407945,0.0,0.0
90000,19.52377664645809,0.0,0.0
93600,19.421390395375,0.0,0.0
97200,19.330622433936185,0.0,0.0
100800,19.282770600985657,0.0,0.0
104400,19.443481247135082,0.0,0.0
108000,19.62266451418475,0.0,0.0
111600,19.9913083503522,0.0,0.0
115200,20.88067474539946,0.0,0.0
118800,21.37814299385093,0.0,0.0
122400,21.920283975938105,0.0,0.0
126000,22.393876248149468,0.0,0.0
129600,22.479755934656623,0.0,0.0
133200,22.498818624085402,0.0,0.0
136800,22.477732217981384,0.0,0.0
140400,22.372255399545054,0.0,0.0
144000,22.18742480279417,0.0,0.0
147600,21.953932519742125,0.0,0.0
151200,21.63307139284757,0.0,0.0
154800,21.304636581239663,0.0,0.0
158400,20.9670243977273,0.0,0.0
162000,20.719233660535906,0.0,0.0
165600,20.76868643673356,0.0,0.0
169200,20.55050700252417,0.0,0.0
172800,20.40901611000811,0.0,0.0
176400,20.19507114474851,0.0,0.0
180000,20.079459941611447,0.0,0.0
183600,19.979328043581233,0.0,0.0
187200,19.78284619746887,0.0,0.0
190800,19.93113325130048,0.0,0.0
194400,20.086947349854086,0.0,0.0
198000,20.311581774974627,0.0,0.0
201600,20.660969006720904,0.0,0.0
205200,21.28592756193291,0.0,0.0
208800,22.10730531829796,0.0,0.0
212400,22.904673637619624,0.0,0.0
216000,23.67046777188375,0.0,0.0
219600,24.401178411979686,0.0,0.0
223200,24.35384546483357,0.0,0.0
226800,24.236598934443236,0.0,0.0
230400,24.053541351526633,0.0,0.0
234000,23.819997195829444,0.0,0.0
237600,23.519453885865858,0.0,0.0
241200,23.197856072331604,0.0,0.0
244800,22.87061506116197,0.0,0.0
248400,22.530204152139902,0.0,0.0
252000,22.43608106744398,92759.8372470155,0.0
255600,22.219796177875367,-3460811.5583876297,0.0
259200,21.993605592864583,-7053898.218431697,0.0
