time,vpos
0,-8.806340770366987
3600,-9.432227151786922
7200,-9.841682787378813
10800,-8.79730897304087
14400,67.06429425987717
18000,96.54584813276523
21600,80.40538340038337
25200,2.8848866302478906
28800,7.251346584962853
32400,-5.189521141644636
36000,-2.7166600245761017
39600,-3.0085622945060475
43200,-6.4097054369990705
46800,-8.617769181512832
50400,-9.595095369811762
54000,-7.829488148846206
57600,-10.034580809302835
61200,-10.824829235945879
64800,-10.945943760430865
68400,-11.350022481264682
72000,-11.561577666868914
75600,-11.555709950936768
79200,-11.506765559938204
82800,-12.278404444718808
86400,-12.273837182652752
90000,-12.277298591227188
93600,-11.83679228760016
97200,-11.594134927150884
100800,22.726066665140014
104400,37.13544595966078
108000,78.48883993281686
111600,99.99999999999997
115200,-28.037152398169944
118800,-52.604282576661475
122400,-99.99999999999461
126000,-100.0
129600,-100.0
133200,-99.99999999999999
136800,-99.99999999999999
140400,-47.72492120690302
144000,-7.45948909096164
147600,-8.766282167753959
151200,-9.8523890769921
154800,-10.182012154131941
158400,-10.510581232709908
162000,-10.507756523149684
165600,-10.433183227268211
169200,-10.82481570810219
172800,-11.152332116954247
176400,-11.476363072690827
180000,-11.772274341037008
183600,-11.172771889219243
187200,-10.269362701442173
190800,-32.8597794710488
194400,-63.969044808570374
198000,-33.98308285196913
201600,-77.11034407955366
205200,-100.0
208800,-99.99999999998398
212400,-99.99999999975084
216000,-99.99999999984038
219600,-99.99999999999999
223200,-100.0
226800,-99.99999999998674
230400,-5.8220713021481
234000,-7.949788145468789
237600,-8.912223799797655
241200,-9.157737649744535
244800,-9.497631749850955
248400,-10.038723733025206
252000,-10.260208328326877
255600,-10.842882138770682
259200,-11.204071353912815
