time,cair.T
0,293.15
3600,292.9268103900234
7200,292.8155553588785
10800,292.89766572684067
14400,292.88784834596646
18000,292.86559922976346
21600,293.1723906955253
25200,293.92635163445345
28800,294.15
32400,294.39492423149585
36000,294.46672412094426
39600,294.45899763662345
43200,294.52528810281314
46800,294.50437102372905
50400,294.2240092304104
54000,294.1781846653279
57600,294.15000000000003
61200,293.88888823723755
64800,293.68471787293663
68400,293.46140861167083
72000,293.2618939592463
75600,293.08670793629597
79200,292.8070755041094
82800,292.6590366630591
86400,292.60858999188815
90000,292.5308003183644
93600,292.46060766129415
97200,292.5673461367415
100800,292.72268415348873
104400,292.57225039891887
108000,292.5339279051326
111600,292.6784222954993
115200,293.594563410818
118800,294.10313334620446
122400,294.6559342163622
126000,295.13865081737254
129600,295.2274286098263
133200,295.24879690485517
136800,295.2423392412577
140400,295.13939677611796
144000,295.0380819952905
147600,294.8366519746362
151200,294.5666648596103
154800,294.49069499056174
158400,294.1530406291063
162000,293.8144650547946
165600,293.52409458595366
169200,293.318386697492
172800,292.9896044077691
176400,292.82748704594576
180000,292.55922901531034
183600,292.7075712696248
187200,292.8543992959427
190800,293.00390369988594
194400,293.1601878962445
198000,293.3853077236274
201600,293.7351399364485
205200,294.68922439400984
208800,295.5032709269749
212400,296.29372870269356
216000,297.0527653333141
219600,297.77704538643445
223200,297.72837938030557
226800,297.60994109735583
230400,297.42555854639943
234000,297.1905577116097
237600,296.97385995138075
241200,296.791645921479
244800,296.719174868757
248400,296.5982098103057
252000,296.4489925583802
255600,296.33875821664105
259200,296.2342332595889
