time,T,Qr,vetot
0,20.0,0.0,0.0
3600,19.91722280645206,0.0,0.0
7200,19.840851663639455,0.0,0.0
10800,19.759271285147236,0.0,0.0
14400,19.67560733158723,0.0,0.0
18000,19.62821704009906,0.0,0.0
21600,20.00159297643222,0.0,0.0
25200,20.756147198201745,0.0,0.0
28800,20.980065543274804,0.0,0.0
32400,21.126112589254546,0.0,0.0
36000,21.266368462412572,0.0,0.0
39600,21.293457223198573,0.0,0.0
43200,21.332544029615974,0.0,0.0
46800,21.35463151643063,0.0,0.0
50400,21.318209849649463,0.0,0.0
54000,21.23618221262609,0.0,0.0
57600,21.14581093669682,0.0,0.0
61200,21.073154733612853,0.0,0.0
64800,20.98008861645752,0.0,0.0
68400,20.88696707024951,0.0,0.0
72000,20.80545634530648,0.0,0.0
75600,20.715028493985926,0.0,0.0
79200,20.61080360142779,0.0,0.0
82800,20.507157791499196,0.0,0.0
86400,20.40692792559605,0.0,0.0
90000,20.298212713942746,0.0,0.0
93600,20.190109398527227,0.0,0.0
97200,20.082602809352863,0.0,0.0
100800,20.001162919160777,0.0,0.0
104400,19.920130636621877,0.0,0.0
108000,19.852145412736945,0.0,0.0
111600,20.15740346680974,0.0,0.0
115200,20.999999999999943,0.0,0.0
118800,21.49582540735787,0.0,0.0
122400,22.03651414978509,0.0,0.0
126000,22.50871701525182,0.0,0.0
129600,22.593882054970322,0.0,0.0
133200,22.612337375835352,0.0,0.0
136800,22.590611284529757,0.0,0.0
140400,22.48442831630041,0.0,0.0
144000,22.298828631799893,0.0,0.0
147600,22.28860095543979,0.0,0.0
151200,22.21052319267693,0.0,0.0
154800,22.123251335048735,0.0,0.0
158400,22.025856529226132,0.0,0.0
162000,21.92604739639569,0.0,0.0
165600,21.824026735809525,0.0,0.0
169200,21.722524920034175,0.0,0.0
172800,21.625986881693052,0.0,0.0
176400,21.522770855427723,0.0,0.0
180000,21.417211840975312,0.0,0.0
183600,21.309504043605216,0.0,0.0
187200,21.20171266201197,0.0,0.0
190800,21.098066726053617,0.0,0.0
194400,21.002690658094537,0.0,0.0
198000,20.977569971634352,0.0,0.0
201600,21.078004793806542,0.0,0.0
205200,21.692132958464526,0.0,0.0
208800,22.501409764955667,0.0,0.0
212400,23.287381763451094,0.0,0.0
216000,24.042045503934276,0.0,0.0
219600,24.76214514455563,0.0,0.0
223200,24.71261854869732,0.0,0.0
226800,24.593350462026024,0.0,0.0
230400,24.40808502993923,0.0,0.0
234000,24.238722235789453,0.0,0.0
237600,24.131196774436603,0.0,0.0
241200,24.048811648200342,0.0,0.0
244800,23.960329419280242,0.0,0.0
248400,23.858114835575975,0.0,0.0
252000,23.753168725792364,0.0,0.0
255600,23.649874098327587,0.0,0.0
259200,23.537697943494493,1.3057548690298597,0.0
