time,cair.T
0,293.15
3600,293.06722280645204
7200,292.99085166363943
10800,292.9092712851472
14400,292.8256073315872
18000,292.77821704009904
21600,293.1515929764322
25200,293.9061471982017
28800,294.1300655432748
32400,294.2761125892545
36000,294.41636846241255
39600,294.44345722319855
43200,294.48254402961595
46800,294.5046315164306
50400,294.46820984964944
54000,294.38618221262607
57600,294.2958109366968
61200,294.22315473361283
64800,294.1300886164575
68400,294.0369670702495
72000,293.95545634530646
75600,293.8650284939859
79200,293.76080360142777
82800,293.6571577914992
86400,293.556927925596
90000,293.4482127139427
93600,293.3401093985272
97200,293.23260280935284
100800,293.15116291916075
104400,293.07013063662185
108000,293.0021454127369
111600,293.3074034668097
115200,294.1499999999999
118800,294.64582540735785
122400,295.18651414978507
126000,295.6587170152518
129600,295.7438820549703
133200,295.76233737583533
136800,295.74061128452973
140400,295.6344283163004
144000,295.44882863179987
147600,295.43860095543977
151200,295.3605231926769
154800,295.2732513350487
158400,295.1758565292261
162000,295.07604739639567
165600,294.9740267358095
169200,294.87252492003415
172800,294.77598688169303
176400,294.6727708554277
180000,294.5672118409753
183600,294.4595040436052
187200,294.35171266201195
190800,294.2480667260536
194400,294.1526906580945
198000,294.12756997163433
201600,294.2280047938065
205200,294.8421329584645
208800,295.65140976495564
212400,296.43738176345107
216000,297.19204550393425
219600,297.9121451445556
223200,297.8626185486973
226800,297.743350462026
230400,297.5580850299392
234000,297.38872223578943
237600,297.2811967744366
241200,297.1988116482003
244800,297.1103294192802
248400,297.00811483557595
252000,296.90316872579234
255600,296.79987409832756
259200,296.68769794349447
