time,T,Qr,vetot
0,20.0,0.0,0.0
3600,19.981548075270325,0.0,0.0
7200,19.969282776574744,0.0,0.0
10800,19.951834422955642,0.0,0.0
14400,19.932508640564777,0.0,0.0
18000,19.949145856469897,0.0,0.0
21600,20.38226274334386,0.0,0.0
25200,20.954502713711975,0.0,0.0
28800,21.000000057309308,0.0,0.0
32400,21.14563696314673,0.0,0.0
36000,21.285486301723836,0.0,0.0
39600,21.312167999505903,0.0,0.0
43200,21.350925050119315,0.0,0.0
46800,21.3193067899104,0.0,0.0
50400,21.281146169139163,0.0,0.0
54000,21.171384636438233,0.0,0.0
57600,21.045417557559745,0.0,0.0
61200,20.969825922955977,0.0,0.0
64800,20.876178740107264,0.0,0.0
68400,20.784437876346885,0.0,0.0
72000,20.69946680244277,0.0,0.0
75600,20.580191953316614,0.0,0.0
79200,20.476893864322506,0.0,0.0
82800,20.42344420976326,0.0,0.0
86400,20.373378163290965,0.0,0.0
90000,20.313036099469457,0.0,0.0
93600,20.241266236781826,0.0,0.0
97200,20.163387724498648,0.0,0.0
100800,20.107885865472213,0.0,0.0
104400,20.051236536151805,0.0,0.0
108000,20.006843398653928,0.0,0.0
111600,20.15330506308203,0.0,0.0
115200,20.83688124012224,0.0,0.0
118800,21.336473856990096,0.0,0.0
122400,21.88074771809397,0.0,0.0
126000,22.35605720736595,0.0,0.0
129600,22.442298920183134,0.0,0.0
133200,22.461613536103243,0.0,0.0
136800,22.440746518624564,0.0,0.0
140400,22.33541666689024,0.0,0.0
144000,22.3154510417786,0.0,0.0
147600,22.309265123898797,0.0,0.0
151200,22.23066059613251,0.0,0.0
154800,22.144257777017174,0.0,0.0
158400,22.0491586303487,0.0,0.0
162000,21.952676953945115,0.0,0.0
165600,21.85003361763563,0.0,0.0
169200,21.748044298597506,0.0,0.0
172800,21.64838671115865,0.0,0.0
176400,21.5273361419749,0.0,0.0
180000,21.384622967468374,0.0,0.0
183600,21.21816383603874,0.0,0.0
187200,21.02622478730285,0.0,0.0
190800,20.815254071542768,0.0,0.0
194400,20.58951734398073,0.0,0.0
198000,20.408102656558924,0.0,0.0
201600,20.312539720633367,0.0,0.0
205200,20.94792921199729,0.0,0.0
208800,21.78154788764283,0.0,0.0
212400,22.59037979366559,0.0,0.0
216000,23.367283187292514,0.0,0.0
219600,24.108491242878415,0.0,0.0
223200,24.06290182881213,0.0,0.0
226800,23.94732471130618,0.0,0.0
230400,23.765813867562656,-7199999.9999999795,0.0
234000,23.6560685504312,-10802096.398976782,0.0
237600,23.60052985393628,-10804861.902803157,0.0
241200,23.52154645215353,-10805463.456263945,0.0
244800,23.436453175297117,-10805749.793948593,0.0
248400,23.337234295289875,-10805282.231808849,0.0
252000,23.23541921563651,-10804032.034360845,0.0
255600,23.13522161368155,-10802938.519438883,0.0
259200,23.02600256525824,-10801892.6981798,0.0
