time,cair.T
0,293.15
3600,293.1315480752703
7200,293.1192827765747
10800,293.1018344229556
14400,293.08250864056475
18000,293.0991458564699
21600,293.53226274334384
25200,294.10450271371195
28800,294.1500000573093
32400,294.2956369631467
36000,294.4354863017238
39600,294.4621679995059
43200,294.5009250501193
46800,294.4693067899104
50400,294.43114616913914
54000,294.3213846364382
57600,294.1954175575597
61200,294.11982592295595
64800,294.02617874010724
68400,293.93443787634686
72000,293.84946680244275
75600,293.7301919533166
79200,293.6268938643225
82800,293.57344420976324
86400,293.52337816329094
90000,293.46303609946943
93600,293.3912662367818
97200,293.3133877244986
100800,293.2578858654722
104400,293.2012365361518
108000,293.1568433986539
111600,293.303305063082
115200,293.9868812401222
118800,294.4864738569901
122400,295.03074771809395
126000,295.5060572073659
129600,295.5922989201831
133200,295.6116135361032
136800,295.59074651862454
140400,295.4854166668902
144000,295.4654510417786
147600,295.4592651238988
151200,295.3806605961325
154800,295.29425777701715
158400,295.1991586303487
162000,295.1026769539451
165600,295.0000336176356
169200,294.8980442985975
172800,294.7983867111586
176400,294.6773361419749
180000,294.53462296746835
183600,294.3681638360387
187200,294.17622478730283
190800,293.96525407154274
194400,293.7395173439807
198000,293.5581026565589
201600,293.46253972063334
205200,294.09792921199727
208800,294.9315478876428
212400,295.74037979366557
216000,296.5172831872925
219600,297.2584912428784
223200,297.2129018288121
226800,297.09732471130616
230400,296.91581386756263
234000,296.8060685504312
237600,296.75052985393626
241200,296.6715464521535
244800,296.5864531752971
248400,296.48723429528985
252000,296.3854192156365
255600,296.28522161368153
259200,296.1760025652582
