time,x0
0,293.15
3600,292.822773163506
7200,292.6379554738898
10800,292.50861602963585
14400,292.385940328791
18000,292.552897343207
21600,293.1724130049665
25200,293.92635203425914
28800,294.1500001472337
32400,294.3325636019765
36000,294.44428280952343
39600,294.48477595813625
43200,294.51925664831043
46800,294.5370391158305
50400,294.45082324428387
54000,294.36885796624455
57600,294.3100071745539
61200,294.2243319374562
64800,293.8866900316283
68400,293.7822214111136
72000,293.6758949510293
75600,293.57807838392904
79200,293.3881364909694
82800,293.27151523170807
86400,293.10305595182626
90000,292.9080953123364
93600,292.72759080010314
97200,292.6187057600066
100800,292.53648260287025
104400,292.7006527875476
108000,292.8780651164793
111600,293.2470018320861
115200,294.1499999998056
118800,294.6457368601165
122400,295.1863332139615
126000,295.6584667337349
129600,295.7435738776352
133200,295.7620146803399
136800,295.7403104477949
140400,295.6341899125458
144000,295.5399120512292
147600,295.5846538163294
151200,295.449038352975
154800,295.34650062688564
158400,295.0524555476553
162000,294.95587816964667
165600,294.83656255488637
169200,294.710738520341
172800,294.6043599675323
176400,294.3325606433355
180000,294.16602579802304
183600,294.02591977654595
187200,293.90661699543375
190800,294.0500746358096
194400,294.01482742058164
198000,293.81054434551316
201600,293.9418678014485
205200,294.56380938685504
208800,295.3819762801627
212400,296.1762850999313
216000,296.93906830427215
219600,297.6669609038935
223200,297.61895716255515
226800,297.5011397122908
230400,297.3173889770462
234000,297.2682488925971
237600,297.20703872936156
241200,297.12418366766184
244800,297.0390067353496
248400,296.9427996144137
252000,296.8366348780585
255600,296.73369370107247
259200,296.62197358387607
