time,cair.T
0,293.15
3600,292.94765124086365
7200,292.6962526276543
10800,292.80958713442624
14400,292.71790723205294
18000,292.77808055648984
21600,293.26821368435225
25200,294.0202410211556
28800,294.19365409223275
32400,294.43991478974016
36000,294.430820423664
39600,294.41610504510464
43200,294.44797503216927
46800,294.22605884291113
50400,294.3621972975267
54000,294.52534409498173
57600,294.2779823188744
61200,293.96067083162967
64800,293.76186090498425
68400,293.43948059649284
72000,293.23882957411104
75600,293.06386710845686
79200,292.9244539776703
82800,293.0530241176703
86400,293.1695496450343
90000,292.818292040875
93600,292.6184877785366
97200,292.32467489239775
100800,292.49361897278106
104400,292.6601865443709
108000,292.44726360209637
111600,292.8115366480035
115200,293.72482933656136
118800,294.2293586013437
122400,294.7782065368033
126000,295.25761822437994
129600,295.3455106853582
133200,295.36618578446127
136800,295.3467057808539
140400,295.2427430496803
144000,295.05942332574693
147600,295.2959547605535
151200,294.9742531111847
154800,294.64447710259526
158400,294.5506749583316
162000,294.21003074501806
165600,293.8993032970006
169200,293.6830900361213
172800,293.34903303121024
176400,293.06885330305636
180000,292.78829904449356
183600,292.4541419683653
187200,292.30671854777336
190800,292.24795981952303
194400,292.3256195074211
198000,292.5554235310797
201600,292.9108919740707
205200,294.0451963250557
208800,294.8793369521061
212400,295.68868999669644
216000,296.46615244194703
219600,297.2079351156583
223200,297.1626674164319
226800,297.04744654617195
230400,296.86621522741183
234000,296.634530688195
237600,296.33552661689174
241200,296.25900419643176
244800,296.1764379735563
248400,295.8353151446325
252000,295.4951000530185
255600,295.3174719175391
259200,295.29352002616247
