time,x0
0,293.15
3600,293.1296378524834
7200,293.1175291973734
10800,293.1002574174787
14400,293.08097668414734
18000,293.0979960505368
21600,293.5313411025836
25200,294.1024483196997
28800,294.15000000000003
32400,294.2955152389483
36000,294.4351361362302
39600,294.461768150843
43200,294.50059399999583
46800,294.5225744076068
50400,294.48580059471357
54000,294.4036934238963
57600,294.31327772537026
61200,294.2402172950341
64800,294.14676102567694
68400,294.05339397865595
72000,293.971767032537
75600,293.88120480726354
79200,293.77688686825843
82800,293.70850758569026
86400,293.6435043157043
90000,293.5699336786245
93600,293.4835941449177
97200,293.390616296411
100800,293.3197044384341
104400,293.24754317429836
108000,293.18759894132984
111600,293.3183229487742
115200,293.98589364189985
118800,294.4855113296509
122400,295.0298065753237
126000,295.50513672570327
129600,295.5913870311571
133200,295.6107080613059
136800,295.5898444513256
140400,295.48451738164107
144000,295.46500094951136
147600,295.454560248215
151200,295.3762330864427
154800,295.2888329190678
158400,295.19113454375633
162000,295.0910672175893
165600,294.98875780823914
169200,294.887151766934
172800,294.79009482689486
176400,294.66742596675573
180000,294.52450972163314
183600,294.35851113880165
187200,294.1674463429142
190800,293.9577393529696
194400,293.7336321278962
198000,293.5542446789632
201600,293.46136849382015
205200,294.09678990891615
208800,294.93044767836614
212400,295.7393162330608
216000,296.5162552228891
219600,297.2574946793747
223200,297.211910216608
226800,297.0963361805622
230400,296.2717162583714
234000,295.7920923312397
237600,295.75093666142686
241200,295.6921796999653
244800,295.62906641068275
248400,295.5555550846003
252000,295.4795777440786
255600,295.40471064566304
259200,295.32320026307787
