time,T,Qr,vetot
0,20.0,0.0,0.0
3600,19.97963785248345,0.0,0.0
7200,19.967529197373437,0.0,0.0
10800,19.950257417478724,0.0,0.0
14400,19.930976684147367,0.0,0.0
18000,19.9479960505368,0.0,0.0
21600,20.381341102583633,0.0,0.0
25200,20.952448319699727,0.0,0.0
28800,21.000000000000057,0.0,0.0
32400,21.14551523894835,0.0,0.0
36000,21.28513613623022,0.0,0.0
39600,21.311768150843022,0.0,0.0
43200,21.35059399999585,0.0,0.0
46800,21.372574407606805,0.0,0.0
50400,21.33580059471359,0.0,0.0
54000,21.253693423896323,0.0,0.0
57600,21.16327772537028,0.0,0.0
61200,21.09021729503411,0.0,0.0
64800,20.99676102567696,0.0,0.0
68400,20.90339397865597,0.0,0.0
72000,20.821767032537025,0.0,0.0
75600,20.731204807263566,0.0,0.0
79200,20.626886868258453,0.0,0.0
82800,20.55850758569028,0.0,0.0
86400,20.493504315704342,0.0,0.0
90000,20.419933678624545,0.0,0.0
93600,20.333594144917697,0.0,0.0
97200,20.24061629641102,0.0,0.0
100800,20.16970443843411,0.0,0.0
104400,20.09754317429838,0.0,0.0
108000,20.03759894132986,0.0,0.0
111600,20.168322948774232,0.0,0.0
115200,20.835893641899872,0.0,0.0
118800,21.3355113296509,0.0,0.0
122400,21.8798065753237,0.0,0.0
126000,22.35513672570329,0.0,0.0
129600,22.44138703115715,0.0,0.0
133200,22.460708061305922,0.0,0.0
136800,22.439844451325598,0.0,0.0
140400,22.334517381641092,0.0,0.0
144000,22.315000949511386,0.0,0.0
147600,22.30456024821501,0.0,0.0
151200,22.226233086442733,0.0,0.0
154800,22.138832919067795,0.0,0.0
158400,22.041134543756357,0.0,0.0
162000,21.941067217589307,0.0,0.0
165600,21.838757808239166,0.0,0.0
169200,21.737151766934005,0.0,0.0
172800,21.64009482689488,0.0,0.0
176400,21.517425966755752,0.0,0.0
180000,21.37450972163316,0.0,0.0
183600,21.20851113880167,0.0,0.0
187200,21.01744634291424,0.0,0.0
190800,20.807739352969634,0.0,0.0
194400,20.583632127896237,0.0,0.0
198000,20.40424467896321,0.0,0.0
201600,20.31136849382017,0.0,0.0
205200,20.946789908916173,0.0,0.0
208800,21.78044767836616,0.0,0.0
212400,22.5893162330608,0.0,0.0
216000,23.366255222889095,0.0,0.0
219600,24.107494679374724,0.0,0.0
223200,24.061910216608,0.0,0.0
226800,23.94633618056224,0.0,0.0
230400,23.764830187236953,-7199999.99999852,0.0
234000,23.655162378702187,-10800002.30213651,0.0
237600,23.599721980212394,-10800046.62323111,0.0
241200,23.520763008143433,-10800077.379260784,0.0
244800,23.43568512643975,-10800056.172338858,0.0
248400,23.3364543513307,-10800068.61534221,0.0
252000,23.234601696891104,-10800055.923929205,0.0
255600,23.134371681003756,-10800060.39511955,0.0
259200,23.0251210993149,-10800086.225076217,0.0
