time,solrad,Tout,occ,dpos,vpos
0.0,380.21333058675134,10.75,19.866666666666667,0.0,16.280973848405775
3600.0,104.01999918619791,9.5,39.849999999999994,0.0,1.9607843160629272
7200.0,129.8266677856445,9.5,38.333333333333336,0.0,18.48039229710897
10800.0,81.18666585286459,9.0,34.21666666666667,0.0,7.385620931784313
14400.0,139.01333236694336,10.5,30.983333333333334,0.0,3.5294117689132682
18000.0,231.9066645304362,10.5,25.08333333333333,0.0,3.5294117689132682
21600.0,316.85333251953125,11.5,17.45,0.0,3.5294117689132682
25200.0,71.5,11.0,0.0,0.0,3.5294117689132682
28800.0,8.25,9.5,0.0,0.0,3.5294117689132682
32400.000000000004,5.5,7.899999618530272,0.15,0.0,3.5294117689132682
36000.0,5.5,7.1499996185302725,0.0,22.54901885986328,3.5294117689132682
39600.0,5.5,9.399999618530273,0.0,19.60784339904785,3.5294117689132682
43200.0,5.5,8.399999618530272,0.0,19.60784339904785,3.5294117689132682
46800.0,5.5,7.899999618530272,0.0,19.60784339904785,3.5294117689132682
50400.0,5.5,5.8999996185302725,0.0,19.60784339904785,3.5294117689132682
54000.0,5.5,5.3974997997283936,0.6333333333333334,45.09803771972656,3.5294117689132682
57600.0,5.5,4.894999980926514,0.0,45.09803771972656,3.5294117689132682
61200.00000000001,5.5,5.8999996185302725,0.0,0.0,3.5294117689132682
64800.00000000001,5.5,4.894999980926514,0.0,0.0,3.5294117689132682
68400.0,5.5,4.390000343322754,0.016666666666666666,0.0,3.5294117689132682
72000.0,5.5,5.1474997997283936,1.4833333333333334,0.0,3.5294117689132682
75600.0,7.0,4.642500162124634,21.1,19.60784339904785,3.5294117689132682
79200.0,106.52000045776366,6.149999618530273,24.966666666666665,32.35294055938721,3.5294117689132682
82800.0,56.16666666666667,7.899999618530272,0.9833333333333334,45.09803771972656,3.5294117689132682
86400.0,132.69333267211917,8.899999618530273,6.75,27.450979709625244,3.5294117689132682
90000.0,202.49999745686847,10.399999618530273,4.216666666666667,32.35294055938721,3.5294117689132682
93600.0,16.833333333333332,8.375,4.416666666666666,45.09803771972656,3.5294117689132682
97200.0,63.506666819254555,8.0,3.833333333333333,19.60784339904785,3.5294117689132682
100800.0,63.583333333333336,8.0,3.0166666666666666,19.60784339904785,3.5294117689132682
104400.0,32.41666666666667,6.3999996185302725,1.4666666666666666,19.60784339904785,3.5294117689132682
108000.0,6.333333333333333,6.233332951863607,0.0,19.60784339904785,3.5294117689132682
111600.0,9.333333333333334,4.390000343322754,0.0,0.0,3.5294117689132682
115200.0,44.83333333333334,3.890000343322754,0.0,0.0,3.5294117689132682
118800.00000000001,16.666666666666668,3.023750066757202,0.0,0.0,3.5294117689132682
122400.00000000001,16.666666666666668,1.6999998092651367,0.3333333333333333,0.0,3.5294117689132682
126000.00000000001,16.666666666666668,1.1999998092651367,1.0,9.803921699523926,3.5294117689132682
129600.00000000001,16.666666666666668,0.6999998092651367,0.6833333333333332,19.60784339904785,3.5294117689132682
133200.0,16.666666666666668,0.6999998092651367,0.0,19.60784339904785,3.5294117689132682
136800.0,16.666666666666668,0.6999998092651367,0.0,19.60784339904785,3.5294117689132682
140400.0,16.666666666666668,0.6999998092651367,0.13333333333333333,19.60784339904785,3.5294117689132682
144000.0,16.666666666666668,-0.4000000953674317,0.0,19.60784339904785,3.5294117689132682
147600.0,16.666666666666668,-0.4000000953674317,0.0,0.0,3.5294117689132682
151200.0,16.666666666666668,-0.4000000953674317,0.0,0.0,3.5294117689132682
154800.0,16.666666666666668,-0.4000000953674317,1.1833333333333333,0.0,3.5294117689132682
158400.0,16.666666666666668,0.2749999761581421,1.0,19.60784339904785,3.5294117689132682
162000.0,31.833333333333336,0.9750000238418579,1.0,0.0,3.5294117689132682
165600.0,144.03999837239584,5.5,5.7666666666666675,0.0,3.5294117689132682
169200.0,292.81333287556964,9.224999904632568,26.366666666666667,9.803921699523926,3.5294117689132682
172800.0,452.29332733154297,10.983332951863606,26.35,45.09803771972656,3.5294117689132682
176400.0,572.2666727701824,12.399999618530273,25.416666666666664,45.09803771972656,3.5294117689132682
180000.0,612.9866739908855,11.899999618530273,21.549999999999997,45.09803771972656,3.5294117689132682
183600.0,636.5333251953125,10.149999618530273,2.0833333333333335,45.09803771972656,3.5294117689132682
187200.0,599.4666748046875,9.399999618530273,0.0,32.35294055938721,3.5294117689132682
190800.0,517.760004679362,10.399999618530273,0.016666666666666666,0.0,3.5294117689132682
194400.0,368.37332916259766,10.399999618530273,0.0,0.0,3.5294117689132682
198000.0,232.86666234334308,9.766666571299234,0.0,0.0,3.5294117689132682
201600.0,109.35333124796549,9.633333524068195,0.0,0.0,3.5294117689132682
205200.0,8.5,7.6999998092651385,0.0,0.0,3.5294117689132682
208800.0,8.5,5.699999809265138,0.08333333333333333,0.0,3.5294117689132682
212400.0,8.5,4.1000003814697275,0.0,0.0,3.5294117689132682
216000.0,8.5,3.600000381469727,0.0,19.60784339904785,3.5294117689132682
219600.0,8.5,3.1000003814697266,0.0,32.35294055938721,3.5294117689132682
223200.0,8.5,3.1000003814697266,0.0,45.09803771972656,3.5294117689132682
226800.0,8.5,3.1000003814697266,0.21666666666666667,45.09803771972656,3.5294117689132682
230400.0,8.5,2.6000001430511475,0.0,45.09803771972656,3.5294117689132682
234000.00000000003,8.5,2.0999999046325684,0.0,0.0,3.5294117689132682
237600.00000000003,8.5,1.5999999046325684,0.0,0.0,3.5294117689132682
241200.00000000003,8.5,1.0999999046325684,0.1,0.0,3.5294117689132682
244800.00000000003,8.5,2.0999999046325684,0.0,9.803921699523926,3.5294117689132682
248400.00000000003,17.0,2.6000001430511475,0.0,0.0,3.5294117689132682
252000.00000000003,113.01333109537761,5.350000381469727,0.0,0.0,3.5294117689132682
255600.00000000003,250.51999918619796,8.100000381469727,1.55,0.0,3.5294117689132682
259200.00000000003,416.8799947102865,10.100000381469727,33.48333333333333,9.803921699523926,3.5294117689132682
262800.0,514.8799997965494,11.43333371480306,41.06666666666666,65.09803771972656,3.5294117689132682
266400.0,562.0000076293945,12.350000063578287,39.6,77.64705657958984,3.5294117689132682
270000.0,551.3066762288411,11.5,39.83333333333333,70.19607543945311,3.5294117689132682
273600.0,559.0933329264324,12.0,38.86666666666667,45.09803771972656,3.5294117689132682
277200.0,457.8666636149088,12.0,0.5166666666666667,45.09803771972656,3.5294117689132682
280800.0,350.42666117350257,12.0,0.0,33.725489139556885,3.5294117689132682
284400.0,225.67999776204425,12.0,0.2,9.803921699523926,3.5294117689132682
288000.0,107.36666615804036,12.0,1.0,14.705882549285889,3.5294117689132682
291600.0,8.5,9.699999809265137,1.0,19.60784339904785,3.5294117689132682
295200.0,0.0,7.3999996185302725,0.6833333333333333,19.60784339904785,3.5294117689132682
298800.0,0.0,5.8999996185302725,0.7833333333333333,19.60784339904785,3.5294117689132682
302400.0,0.0,5.8999996185302725,0.016666666666666666,19.60784339904785,3.5294117689132682
306000.0,0.0,5.394999980926514,0.0,19.60784339904785,3.5294117689132682
309600.0,0.0,4.390000343322754,0.35,19.60784339904785,3.5294117689132682
313200.0,0.0,3.890000343322754,0.0,32.35294055938721,3.5294117689132682
316800.0,0.0,2.8000001907348637,0.0,9.803921699523926,3.5294117689132682
320400.0,0.0,2.8000001907348637,0.0,9.803921699523926,3.5294117689132682
324000.0,0.0,2.8000001907348637,0.0,9.803921699523926,3.5294117689132682
327600.0,0.0,1.8000001907348633,0.016666666666666666,9.803921699523926,3.5294117689132682
331200.0,0.0,2.3000001907348633,0.0,9.803921699523926,3.5294117689132682
334800.0,21.666666666666668,4.800000190734863,0.0,9.803921699523926,3.5294117689132682
338400.0,143.02666473388672,10.080000019073484,0.0,9.803921699523926,3.5294117689132682
342000.0,278.53333282470703,15.899999618530273,0.0,9.803921699523926,3.5294117689132682
345600.0,443.893325805664,18.98333295186361,0.016666666666666666,9.803921699523926,3.5294117689132682
349200.0,556.0533345540364,20.98333295186361,0.016666666666666666,14.705882549285889,3.5294117689132682
352800.0,596.3199971516927,21.56666628519694,0.016666666666666666,0.0,3.5294117689132682
356400.0,613.2800191243489,19.399999618530273,0.8666666666666667,22.54901885986328,3.5294117689132682
360000.0,585.9999847412109,18.899999618530273,1.0,32.35294055938721,3.5294117689132682
363600.0,492.34666188557946,18.899999618530273,1.0,45.09803771972656,3.5294117689132682
367200.0,354.3866653442383,18.899999618530273,0.3,45.09803771972656,3.5294117689132682
370800.0,224.3733342488607,17.399999618530273,0.0,32.35294055938721,3.5294117689132682
374400.0,86.2566655476888,15.399999618530273,0.0,0.0,3.5294117689132682
378000.0,12.166666666666664,14.399999618530273,0.0,0.0,3.5294117689132682
381600.0,0.0,12.899999618530273,0.0,0.0,3.5294117689132682
385200.0,0.0,11.899999618530273,0.0,0.0,3.5294117689132682
388800.0,0.0,10.899999618530273,0.0,0.0,3.5294117689132682
392400.0,0.0,9.399999618530273,0.0,0.0,3.5294117689132682
396000.0,0.0,8.899999618530273,0.0,0.0,3.5294117689132682
399600.0,0.0,8.899999618530273,0.0,0.0,3.5294117689132682
403200.0,0.0,8.899999618530273,0.0,0.0,3.5294117689132682
406800.0,0.0,8.899999618530273,0.0,0.0,3.5294117689132682
410400.0,0.0,8.899999618530273,0.0,0.0,3.5294117689132682
414000.0,0.0,8.899999618530273,0.36666666666666664,0.0,3.5294117689132682
417600.0,0.0,9.399999618530273,0.7333333333333334,0.0,3.5294117689132682
421200.0,7.25,9.399999618530273,1.0333333333333334,9.803921699523926,3.5294117689132682
424800.0,28.999999999999996,10.899999618530273,1.4333333333333333,0.0,3.5294117689132682
428400.0,169.70666758219403,12.899999618530273,8.483333333333334,9.803921699523926,3.5294117689132682
432000.0,400.15999348958337,16.399999618530273,8.083333333333332,32.35294055938721,3.5294117689132682
435600.0,329.06666056315106,15.649999618530273,16.766666666666666,45.09803771972656,3.5294117689132682
439200.0,275.86666615804035,13.899999618530273,18.05,45.09803771972656,3.5294117689132682
442800.0,308.62666575113934,13.899999618530273,20.833333333333332,45.09803771972656,3.5294117689132682
446400.0,605.7066650390625,14.899999618530273,18.15,45.09803771972656,3.5294117689132682
450000.0,344.8266703287761,13.899999618530273,10.399999999999999,45.09803771972656,3.5294117689132682
453600.0,326.0799992879232,13.899999618530273,0.0,45.09803771972656,3.5294117689132682
457200.0,134.70666631062824,12.790000915527346,0.0,9.803921699523926,3.5294117689132682
460800.0,36.333333333333336,11.790000915527346,0.0,9.803921699523926,3.5294117689132682
464400.0,0.0,9.449999809265137,0.5833333333333334,9.803921699523926,3.5294117689132682
468000.00000000006,0.0,7.199999809265138,1.0,14.705882549285889,3.5294117689132682
