time,cair.T
0.0,293.15
3600.0,293.5675627368565
7200.0,294.04310282705586
10800.0,294.6359438543405
14400.0,295.43636207063736
18000.0,296.05786794624294
21600.0,296.5953002840765
25200.0,297.00664943878843
28800.0,297.3200476405151
32400.0,297.5440669225409
36000.00000000006,297.68037892121055
39600.00000000006,297.72140084777124
43200.00000000006,297.6513608165583
46800.00000000006,297.47653350694804
50400.00000000006,297.2097702574826
54000.00000000006,296.8669400881008
57600.00000000006,296.4657417181748
61200.00000000006,296.02785156348574
64800.00000000006,295.57744652431035
68400.00000000006,295.14121392429297
72000.00000000006,294.7519733615894
75600.00000000006,294.42521926061335
79200.00000000006,294.23936338141567
82800.00000000006,294.4031868950733
86400.00000000006,294.6707714316762
90000.00000000006,295.2717696928961
93600.0,295.9560989930127
97200.0,296.7232578636865
100800.0,297.5097903385831
104400.0,298.0679858295097
108000.0,298.5764828503233
111600.0,298.9795281427567
115200.0,299.2991237356991
118800.0,299.5091402915377
122400.0,299.6356318564209
126000.0,299.663479215342
129600.0,299.5895583212495
133200.0,299.42085370096163
136800.0,299.15810217456857
140400.0,298.81441016929034
144000.0,298.4089958296147
147600.0,297.966889705176
151200.0,297.5042187762829
154800.0,297.0540627318762
158400.0,296.6533584240618
162000.0,296.3442526382742
165600.0,296.18809342142237
169200.0,296.26451425211604
172800.0,296.5625727150573
176400.0,297.25893263106366
180000.0,298.0687328344025
183600.0,298.6987430504608
187200.0,299.38430476707856
190800.0,300.0082064071191
194400.0,300.5759553451244
198000.0,301.045242629478
201600.0,301.39708910142485
205200.0,301.6281032490014
208800.0,301.7584391231423
212400.0,301.7876240199426
216000.0,301.70700902003904
219600.0,301.5221193056706
223200.0,301.24864778689954
226800.0,300.9071208624586
230400.0,300.5041478627323
234000.0,300.06112894438974
237600.0,299.60559514156085
241200.0,299.1625762232183
244800.0,298.7717976489275
248400.0,298.63003681339563
252000.0,298.63619337164533
255600.0,298.612942418292
259200.0,298.81855649159445
262800.0,299.3414227625187
266400.0,299.9873733905341
270000.0,300.5772727519016
273600.0,301.1057568571722
277200.0,301.64470955645953
280800.0,302.16804636998523
284400.0,302.5515731589259
288000.0,302.8510887840214
291600.0,303.0568569961755
295200.0,303.1781141108204
298800.0,303.2127631843396
302400.0,303.1420325053468
306000.0,302.979695079946
309600.0,302.7236650565715
313200.0,302.39630354269354
316800.0,302.01254666656473
320400.0,301.5887438718197
324000.0,301.1490720587352
327600.0,300.72840721926787
331200.0,300.35568088916676
334800.0,300.1692533536249
338400.0,300.1009961261919
342000.0,300.06479656768005
345600.0,300.2693205352861
