time,cair.T
0.0,293.15
3600.0,293.5273543274721
7200.0,294.10109309811
10800.0,294.71042875080286
14400.0,295.4334460099926
18000.0,296.30079874228045
21600.0,296.87795752760445
25200.0,297.2508050134912
28800.0,297.49896304469644
32400.0,297.66010480122117
36000.0,297.75837684778526
39600.0,297.8002373189331
43200.0,297.7771514270044
46800.0,297.66922682599704
50400.0,297.48712686054097
54000.0,297.2441966821371
57600.0,296.95195925276374
61200.0,296.62248785359407
64800.0,296.27043766989857
68400.0,295.9120469228561
72000.0,295.56796686938515
75600.0,295.27193421224473
79200.0,295.0151719550246
82800.0,294.9281338842333
86400.0,295.4711440160262
90000.0,295.91544059575114
93600.0,296.83989021044556
97200.0,297.80150493470995
100800.0,298.76587376924687
104400.0,299.6192643706951
108000.0,300.0294820089657
111600.0,300.36069350931166
115200.0,300.58732272558296
118800.0,300.7406607636118
122400.0,300.8043211956363
126000.0,300.81015721078103
129600.0,300.74841915563735
133200.0,300.61801245558576
136800.0,300.42555337862433
140400.0,300.17198441337786
144000.0,299.8632806362469
147600.0,299.51459788439564
151200.0,299.14344540934513
154800.0,298.75924845291365
158400.0,298.38557173299614
162000.0,298.0602730890195
165600.0,297.81904648639545
169200.0,297.7066498137869
172800.0,297.8645274816396
176400.0,298.2384567253263
180000.0,299.22424180124
183600.0,300.2662744053391
187200.0,300.7929730455634
190800.0,301.3486998677538
194400.0,301.82291116102124
198000.0,302.2270561655669
201600.0,302.53066799562947
205200.0,302.72662510833464
208800.0,302.82333640699363
212400.0,302.84345333548066
216000.0,302.78629156673003
219600.0,302.6431021570101
223200.0,302.4242501997634
226800.0,302.1476151553006
230400.0,301.8368475970645
234000.0,301.48685060843854
237600.0,301.1117955608775
241200.0,300.73078354774674
244800.0,300.3605251036171
248400.0,300.04053830522264
252000.0,300.14489337224194
255600.0,300.389094180969
259200.0,300.3442398069219
262800.0,300.51150525827285
266400.0,301.1117767708855
270000.0,301.7998232077326
273600.0,302.27516665498194
277200.0,302.6289645931151
280800.0,302.9784160992267
284400.0,303.3055035391093
288000.0,303.4935014353811
291600.0,303.6095749993674
295200.0,303.6520043845851
298800.0,303.6386974510533
302400.0,303.5731801300541
306000.0,303.43004837286475
309600.0,303.23049512377764
313200.0,302.9640431706001
316800.0,302.65374822427765
320400.0,302.3066680636589
324000.0,301.93427059742686
327600.0,301.55280959489176
331200.0,301.1943194052833
334800.0,300.8762677677643
338400.0,300.8441214757149
342000.0,300.9059235477166
345600.0,300.84884743658955
