time,T,Qr,vetot
0,20.0,0.0,0.0
3600,19.91030462405797,0.0,0.0
7200,19.718088510640086,0.0,0.0
10800,19.719130777009752,0.0,0.0
14400,19.612005891734555,0.0,0.0
18000,19.716869610429683,0.0,0.0
21600,20.22202843091668,0.0,0.0
25200,20.779326816362413,0.0,0.0
28800,21.00000000000273,0.0,0.0
32400,21.224615925400258,0.0,0.0
36000,21.33190969227593,0.0,0.0
39600,21.344870069564536,0.0,0.0
43200,21.353335816978074,0.0,0.0
46800,21.619738702924963,0.0,0.0
50400,21.5239244252503,0.0,0.0
54000,21.323588925814647,0.0,0.0
57600,20.999999970665442,0.0,0.0
61200,20.68351294920376,0.0,0.0
64800,20.41797603838279,0.0,0.0
68400,20.1099148830084,0.0,0.0
72000,19.78874564083162,0.0,0.0
75600,19.468063956408116,0.0,0.0
79200,19.555802485547588,0.0,0.0
82800,19.53232712649185,0.0,0.0
86400,19.46615339987966,0.0,0.0
90000,19.60750500948643,0.0,0.0
93600,19.26750646231511,0.0,0.0
97200,19.172137336803587,0.0,0.0
100800,19.202507222428153,0.0,0.0
104400,19.25022306098259,0.0,0.0
108000,19.430869109228354,0.0,0.0
111600,19.8027530784222,0.0,0.0
115200,20.71278058089314,0.0,0.0
118800,21.214118287991255,0.0,0.0
122400,21.759941206152973,0.0,0.0
126000,22.237693838784537,0.0,0.0
129600,22.324667987935186,0.0,0.0
133200,22.34461042929047,0.0,0.0
136800,22.324400497517843,0.0,0.0
140400,22.21975993261873,0.0,0.0
144000,22.03579437722317,0.0,0.0
147600,21.782333063788087,0.0,0.0
151200,21.462446102232036,0.0,0.0
154800,21.135293268133864,0.0,0.0
158400,21.28799570848753,0.0,0.0
162000,20.950617641727376,0.0,0.0
165600,20.609601572844554,0.0,0.0
169200,20.270258110982013,0.0,0.0
172800,19.937467303562926,0.0,0.0
176400,20.088571998236148,0.0,0.0
180000,20.23586686673434,0.0,0.0
183600,19.892570470805367,0.0,0.0
187200,19.57143509005033,0.0,0.0
190800,19.41487005089482,0.0,0.0
194400,19.30746648257923,0.0,0.0
198000,19.536492869961194,0.0,0.0
201600,19.889971741222155,0.0,0.0
205200,20.712267987660482,0.0,0.0
208800,21.63224772413423,0.0,0.0
212400,22.485705706803742,0.0,0.0
216000,23.264855810719155,0.0,0.0
219600,24.00934311236449,0.0,0.0
223200,23.96436778456905,0.0,0.0
226800,23.849332308136525,0.0,0.0
230400,23.668380519906123,0.0,0.0
234000,23.437194541239023,0.0,0.0
237600,23.13848678442173,-7200000.000000009,0.0
241200,22.817679484605605,-14399999.989590377,0.0
244800,22.492290079493216,-21599999.978910964,0.0
248400,22.175850509423356,-28148094.25086282,0.0
252000,21.858608558795765,-34678567.05442811,0.0
255600,21.577544839816824,-40238550.5690982,0.0
259200,21.476536415094415,-40256104.93376669,0.0
