time,cair.T
0,293.15
3600,293.06030462405795
7200,292.86808851064006
10800,292.86913077700973
14400,292.76200589173453
18000,292.86686961042966
21600,293.37202843091666
25200,293.9293268163624
28800,294.1500000000027
32400,294.37461592540024
36000,294.4819096922759
39600,294.4948700695645
43200,294.50333581697805
46800,294.76973870292494
50400,294.6739244252503
54000,294.4735889258146
57600,294.1499999706654
61200,293.83351294920374
64800,293.56797603838277
68400,293.2599148830084
72000,292.9387456408316
75600,292.6180639564081
79200,292.70580248554757
82800,292.6823271264918
86400,292.61615339987964
90000,292.7575050094864
93600,292.4175064623151
97200,292.32213733680356
100800,292.35250722242813
104400,292.40022306098257
108000,292.58086910922833
111600,292.9527530784222
115200,293.8627805808931
118800,294.36411828799123
122400,294.90994120615295
126000,295.3876938387845
129600,295.47466798793516
133200,295.49461042929045
136800,295.4744004975178
140400,295.3697599326187
144000,295.18579437722315
147600,294.93233306378806
151200,294.612446102232
154800,294.28529326813384
158400,294.4379957084875
162000,294.10061764172735
165600,293.75960157284453
169200,293.420258110982
172800,293.0874673035629
176400,293.2385719982361
180000,293.3858668667343
183600,293.04257047080534
187200,292.7214350900503
190800,292.5648700508948
194400,292.4574664825792
198000,292.68649286996117
201600,293.03997174122213
205200,293.86226798766046
208800,294.7822477241342
212400,295.6357057068037
216000,296.41485581071913
219600,297.15934311236447
223200,297.114367784569
226800,296.9993323081365
230400,296.8183805199061
234000,296.587194541239
237600,296.2884867844217
241200,295.9676794846056
244800,295.6422900794932
248400,295.32585050942333
252000,295.00860855879574
255600,294.7275448398168
259200,294.6265364150944
