time,vpos
0,-2.8791915700479827
3600,-47.30891112949271
7200,33.543019995396264
10800,-9.628465667212103
14400,62.05994085375169
18000,55.3324456668962
21600,20.7153499711571
25200,98.81067681146601
28800,32.24437390323066
32400,-13.144441827873868
36000,-5.5681369364187345
39600,-12.352511006577284
43200,99.99999981796358
46800,-23.522200304732163
50400,-47.8487555524308
54000,-95.09079657805502
57600,-99.95999195904595
61200,-71.3758298946835
64800,-89.19022594651547
68400,-99.97402625028457
72000,-96.64391539095608
75600,75.5449176055437
79200,30.305958768470404
82800,11.619491236455438
86400,99.99862935053324
90000,-96.46050840363596
93600,2.7844646567331752
97200,43.35889999212677
100800,50.61408000012001
104400,99.99999861717652
108000,100.0
111600,99.99999999999535
115200,-99.99999999997955
118800,-99.9999999999529
122400,-99.99863297355473
126000,-99.99999999475058
129600,-99.99999999999997
133200,-100.0
136800,-99.9807605961101
140400,-99.99999999977189
144000,-99.99455717491473
147600,-99.99999999997411
151200,-99.77139515067688
154800,99.99999999202362
158400,-98.78311810594776
162000,-99.99979078545022
165600,-99.99999818433989
169200,-99.99995047767199
172800,99.99999999999977
176400,100.0
180000,-99.00265670957236
183600,-90.56375601595428
187200,-25.404458273865732
190800,-8.798507919637085
194400,99.98784256857253
198000,99.54620609956095
201600,-27.267756456710334
205200,-67.45929767110131
208800,-82.73721883580637
212400,-99.99772622753926
216000,-99.999999999944
219600,-99.99999999999987
223200,-99.99999999999989
226800,-99.99999999999999
230400,-99.99999927315874
234000,-100.0
237600,-99.99999985542154
241200,-99.99999985167423
244800,-90.94575377710905
248400,-90.70101116062933
252000,-77.22199325930728
255600,-0.24381062039585122
259200,54.44585051827689
