time,vpos
0,-99.9999950429191
3600,-0.3800832784728833
7200,-11.079031721939431
10800,-43.62435047411373
14400,80.08053329170339
18000,94.44494856288466
21600,88.66964983075106
25200,97.24611142326415
28800,31.410755833054633
32400,0.05417035961364566
36000,-2.262723010959538
39600,0.5854422952594507
43200,-0.36303163895183616
46800,-0.13731220990843865
50400,-9.664794538038475
54000,-21.238382570703312
57600,-100.0
61200,-100.0
64800,-96.60081553903758
68400,-63.84124428927203
72000,-39.242268727600084
75600,-7.497416327827122
79200,-11.184721794253054
82800,0.9806664805364003
86400,6.192032185935281
90000,8.328040665166064
93600,8.428754859872857
97200,20.515846379597498
100800,99.99365283448705
104400,100.0
108000,99.99833397653009
111600,99.99992787146881
115200,-100.0
118800,-99.99999999996287
122400,-99.99999999976697
126000,-100.0
129600,-99.99999999999991
133200,-99.97673353370722
136800,-99.99999984710294
140400,-99.99989097260817
144000,-99.99990532586742
147600,-49.32305983198178
151200,-99.99934307101888
154800,-99.9920365765543
158400,-99.9988378396217
162000,-99.99982272820137
165600,-73.5941856295661
169200,1.4928383944213712
172800,0.5965327393972356
176400,31.780481528301863
180000,-3.345475941917131
183600,-0.0015150945705234287
187200,99.97664148274895
190800,99.99988678974393
194400,-99.87035627082349
198000,99.99999999999993
201600,-100.0
205200,-100.0
208800,-100.0
212400,-100.0
216000,-100.0
219600,-99.99999999999999
223200,-99.9997532431106
226800,-99.9999999999998
230400,-99.99998854743201
234000,-99.99296592249149
237600,-99.99870058067674
241200,0.054099711802981454
244800,-99.91981255647885
248400,-99.99999992334469
252000,-99.99972042453258
255600,-65.43598663172621
259200,-30.872532337731933
