time,x0
0,293.15
3600,292.8226153556142
7200,292.7465999638927
10800,292.6391266272613
14400,292.45011037949314
18000,292.6012430406178
21600,293.20763615413824
25200,293.9334455273027
28800,294.15045001414046
32400,294.37300572480126
36000,294.51255459416666
39600,294.5333167151633
43200,294.5730874616909
46800,294.5935693760205
50400,294.5561262107531
54000,294.44990903410053
57600,294.3071974169272
61200,293.98999449143514
64800,293.6538072001655
68400,293.3271040537837
72000,293.0939056255899
75600,292.9127202249798
79200,292.7955516128294
82800,292.6700239841313
86400,292.5778846922857
90000,292.4899527569836
93600,292.40767002162045
97200,292.3261008868881
100800,292.3005833851006
104400,292.46947579825064
108000,292.64966001061475
111600,293.0203274367483
115200,293.9287203606295
118800,294.4278671167512
122400,294.97155361968595
126000,295.44655815300655
129600,295.533088971372
133200,295.55268665747326
136800,295.53217776793673
140400,295.4271550400775
144000,295.24271762543043
147600,294.98891789983816
151200,294.79273392947977
154800,294.46398924329577
158400,294.12634317961744
162000,293.7877587918112
165600,293.4482556414091
169200,293.1753038984847
172800,293.0923091574325
176400,293.0001106474933
180000,292.9819152450939
183600,292.875018953373
187200,292.776238370685
190800,292.9262141344167
194400,293.0830272394833
198000,292.81955267052746
201600,293.17323978403954
205200,293.81391961324834
208800,294.65261256287033
212400,295.46632650894475
216000,296.24813555185585
219600,296.9941660544295
223200,296.950138628554
226800,296.8361283190889
230400,296.65611997031726
234000,296.4257597693612
237600,296.1280907043087
241200,295.8082686356717
244800,295.72866932890537
248400,295.3897757353068
252000,295.04970804656045
255600,294.7126624691818
259200,294.53677921029106
