time,x0
0,293.15
3600,292.8252497066436
7200,292.50556829932736
10800,292.5892611634937
14400,292.597719939113
18000,292.59243965920984
21600,293.1724678394478
25200,293.92635163445345
28800,294.15
32400,294.31039178311846
36000,294.44732965881855
39600,294.474125264572
43200,294.4402333403598
46800,294.431822735144
50400,294.18550866717663
54000,294.2598852715409
57600,294.1499999999999
61200,293.8805788839232
64800,293.63648981611664
68400,293.5277007896366
72000,293.2811271797256
75600,293.16807003266814
79200,293.03166561595225
82800,292.9321304116942
86400,292.9528268371196
90000,292.94965930925196
93600,292.8410826122915
97200,292.73569282229795
100800,292.6514497934825
104400,292.81802635234294
108000,292.743866531538
111600,293.11406236968975
115200,294.0201334872884
118800,294.51887084619443
122400,295.0623207354418
126000,295.53692868322224
129600,295.62289406069203
133200,295.64201933976386
136800,295.62251175162027
140400,295.5170595749767
144000,295.33302240875753
147600,295.2557860485894
151200,295.0571854715521
154800,294.74155834753674
158400,294.4433181802093
162000,294.16980581833803
165600,293.88592497055583
169200,293.9179604630221
172800,293.7902809477943
176400,293.45933068315213
180000,293.60540286532586
183600,293.4738053064129
187200,293.1894234751328
190800,292.87108466591013
194400,292.99593189827357
198000,293.1783601562366
201600,293.52958088511946
205200,294.33819669016754
208800,295.1637224228121
212400,295.96496069281454
216000,296.7344853666909
219600,297.4687192909068
223200,297.4219081648723
226800,297.3052087184367
230400,296.3762569635776
234000,295.7053715591264
237600,295.51554581413563
241200,295.24186756219444
244800,294.95919346385114
248400,294.37916454597996
252000,293.99602919002035
255600,294.8308694025737
259200,295.149644227227
