time,cair.T
0,293.15
3600,293.06726068495544
7200,292.99057081854386
10800,292.99398963581734
14400,292.99540447921
18000,293.0332132423541
21600,293.4883761218077
25200,294.08127591107495
28800,294.15000000000003
32400,294.2962702051551
36000,294.4363991607501
39600,294.46384076942013
43200,294.50275235643886
46800,294.52379661718174
50400,294.4862662570551
54000,294.4037759056728
57600,294.19257689247496
61200,294.12049321140296
64800,294.0280040563135
68400,293.93591053065336
72000,293.85516841989846
75600,293.7654271949487
79200,293.6613646566178
82800,293.55808214735936
86400,293.2236099520012
90000,293.1182439410176
93600,293.01293787338034
97200,293.0207343102892
100800,293.054418756398
104400,293.08695342181466
108000,293.1036974095848
111600,293.2914733326726
115200,293.9990503919848
118800,294.49836179665226
122400,295.0423682207867
126000,295.51744581014503
129600,295.6036070482175
133200,295.6228574730653
136800,295.601926503845
140400,295.49653318502067
144000,295.47101485910287
147600,295.44310059396685
151200,295.36482031764353
154800,295.27759227261174
158400,295.1800750753676
162000,295.0802480092709
165600,294.98029919800257
169200,294.87902486811504
172800,294.78292550418996
176400,294.6733118207369
180000,294.56778811747705
183600,294.4443418211803
187200,294.32606729073956
190800,294.2093588137992
194400,294.0489350576791
198000,293.88971952820987
201600,293.747024749894
205200,294.3745126874029
208800,295.1990840431381
212400,295.99941946416345
216000,296.768056927618
219600,297.5014203882755
223200,297.45436814801127
226800,297.33742026262627
230400,297.15451436403356
234000,297.16576437331247
237600,297.10980350495515
241200,296.7840918163972
244800,296.69794223851625
248400,296.5972926979772
252000,296.4939500907043
255600,296.39327781744714
259200,296.2835427453755
