time,x0
0,293.15
3600,293.0368669553296
7200,292.9039635551935
10800,292.77300484329953
14400,292.691946877053
18000,292.6456027259141
21600,293.06549271605536
25200,293.82181410823273
28800,294.04626662220403
32400,294.1932023449027
36000,294.34881874149613
39600,294.3814433980265
43200,294.4210196614782
46800,294.4454506568833
50400,294.40933055085264
54000,294.32772201852976
57600,294.23607963127506
61200,293.98571842715194
64800,293.79149403411424
68400,293.7003704165648
72000,293.62413840844624
75600,293.53646742262714
79200,293.37673115583436
82800,293.21550946956137
86400,293.0400890964911
90000,292.8717724893544
93600,292.74253064428666
97200,292.6384435574533
100800,292.5522867117864
104400,292.473794889308
108000,292.4094754854229
111600,292.7829909038796
115200,293.6969436230465
118800,294.24698634450374
122400,294.7966843990913
126000,295.2757261552812
129600,295.36349077732956
133200,295.38406388255834
136800,295.3644822650641
140400,295.26049875837856
144000,295.2884692581432
147600,295.0344117813476
151200,294.84767063390035
154800,294.72950048175323
158400,294.63493222368487
162000,294.2934589789454
165600,294.0761202500541
169200,293.9797458043734
172800,293.77946272900255
176400,293.4840390390152
180000,293.31241570607045
183600,293.2124944403253
187200,293.1119443875887
190800,292.88150484940087
194400,292.7271290680696
198000,292.95483084532
201600,293.307618877451
205200,293.94738386784354
208800,294.786022663316
212400,295.5983350863763
216000,296.3786705841559
219600,297.12318240795753
223200,297.0784246541716
226800,296.9635932258906
230400,296.78284909825123
234000,296.5516895822797
237600,296.51145219869136
241200,296.18927759548876
244800,295.86251468693416
248400,295.5226636717607
252000,295.4746791313457
255600,295.24567239311335
259200,295.135083528171
