time,vpos
0,-8.78169153539821
3600,-9.473918050740341
7200,-9.814725673925032
10800,-8.84486527949574
14400,-2.799314408223654
18000,5.376152243419305
21600,100.0
25200,64.72641969555167
28800,16.131095922563475
32400,-0.11555420193351448
36000,-2.7532465112313793
39600,-3.0023131854722998
43200,-6.407462995768183
46800,-8.585397830772798
50400,-4.505580774295284
54000,-0.9096851712045363
57600,-10.101749760681063
61200,-10.799466984485568
64800,-10.915984192005515
68400,-11.355270722683894
72000,-11.57900411590934
75600,-11.581669214320863
79200,-11.533295823642664
82800,-12.318803325847822
86400,-12.32034213226202
90000,-12.32750374514111
93600,-11.950563635234957
97200,-11.547364804030856
100800,-10.203149916568648
104400,1.0110912716288962
108000,99.99999999999997
111600,99.99999999999997
115200,37.370130569367596
118800,-36.52355336564637
122400,-99.99999999999952
126000,-100.0
129600,-99.99999999999996
133200,-99.99999999997365
136800,-100.0
140400,-47.186940182232405
144000,-7.449674341721696
147600,-8.700314933182952
151200,-9.849101091664302
154800,-10.145262538851146
158400,-10.468554540961023
162000,-10.487745253735875
165600,-10.471606464741168
169200,-10.823537621639682
172800,-11.151880056082685
176400,-11.478050037467987
180000,-11.782441268090805
183600,-11.141712866834197
187200,-10.325240184353168
190800,-2.785267923506924
194400,7.724162888444538
198000,-0.48324825596332016
201600,-30.857728244744138
205200,-100.0
208800,-99.99999999992949
212400,-100.0
216000,-99.99999999977375
219600,-100.0
223200,-99.99999999988782
226800,-99.99999999999977
230400,-54.92289700436627
234000,-33.959733003471285
237600,-12.730230363584633
241200,-9.086533448256851
244800,-9.429927889362384
248400,-9.987358760800793
252000,-10.431385240273945
255600,-11.204708559600574
259200,-11.204708559600574
