time,cair.T
0,293.15
3600,293.04565235483386
7200,292.94625056288226
10800,292.95273934954525
14400,292.966510360132
18000,293.0439845366748
21600,293.60478453503515
25200,294.25385731953156
28800,294.23798337586925
32400,294.400707781095
36000,294.5289386598791
39600,294.5483165695041
43200,294.579148875591
46800,294.58478300624114
50400,294.526838365584
54000,294.4209402248956
57600,294.31124334371646
61200,294.21381895813596
64800,294.0942272956077
68400,293.97442856219897
72000,293.86535182512773
75600,293.7468527253566
79200,293.6147933291033
82800,293.48360073677793
86400,293.3541121278302
90000,293.2162635471799
93600,293.0792458422174
97200,292.99028104492857
100800,292.93189241226395
104400,292.8782183350572
108000,292.86961293571204
111600,293.1486222830701
115200,294.05405949120853
118800,294.70341130709625
122400,295.3495299444275
126000,295.8184796369896
129600,295.9025157238997
133200,295.92007048659246
136800,295.8974471950139
140400,295.7903738742799
144000,295.71959615367433
147600,295.6895172453093
151200,295.5886206422402
154800,295.4757644203187
158400,295.35210336050983
162000,295.22567256302915
165600,295.0970300630457
169200,294.9692790150497
172800,294.8456596987591
176400,294.71469913033815
180000,294.580836741711
183600,294.4441246594608
187200,294.25493738187583
190800,294.0125145349235
194400,293.78784473151234
198000,293.66771189674694
201600,293.7776259311702
205200,294.46705991196046
208800,295.28860575625947
212400,296.08609980637056
216000,296.85197294316947
219600,297.58271060476244
223200,297.53516777720876
226800,297.4177586182129
230400,297.2343850185524
234000,297.2306001454653
237600,297.15290180491655
241200,297.049553641445
244800,296.9396773656068
248400,296.815548659646
252000,296.68788676529255
255600,296.56087670274263
259200,296.42361565565625
