time,T
0.0,20.0
3600.0,20.63672939103435
7200.0,21.46405301012811
10800.0,22.30280118662762
14400.0,22.969812972834575
18000.0,23.584643600425238
21600.0,24.1252538414509
25200.0,24.56685232078479
28800.0,24.541767792103087
32400.0,24.472641877849526
36000.0,24.396041928317175
39600.0,24.16728641776575
43200.0,23.97961151398522
46800.0,23.79451651455844
50400.0,23.61466976658693
54000.0,23.431495753015952
57600.0,23.15276115426616
61200.0,22.884848817553177
64800.0,22.803141283429966
68400.0,22.716192243874445
72000.0,22.627197104147854
75600.0,22.57186939809128
79200.0,22.833642846225757
82800.0,23.167669537363054
86400.0,22.960290139482936
90000.0,22.991309470461772
93600.0,23.000434205460294
97200.0,22.85354128072089
100800.0,22.820593789071438
104400.0,22.773561153939625
108000.0,22.67277037378244
111600.0,22.532804764018408
115200.0,22.446685264880102
118800.0,22.378235554888875
122400.0,22.289372831995422
126000.0,22.200138181728335
129600.0,22.099732053533728
133200.0,21.972991108510143
136800.0,21.838309087412995
140400.0,21.709474537083793
144000.0,21.588890645664492
147600.0,21.464759185502373
151200.0,21.361645703102
154800.0,21.25911759327886
158400.0,21.181549552638387
162000.0,21.099124608984823
165600.0,21.035149217843014
169200.0,21.159072866881957
172800.0,21.79740751504852
176400.0,22.430370809574185
180000.0,23.05052836486118
183600.0,23.553743090935825
187200.0,23.656586467625687
190800.0,23.753105723583246
194400.0,23.98120613429603
198000.0,24.123454748592223
201600.0,24.184884653897655
205200.0,24.175556498578942
208800.0,24.09843198331157
212400.0,24.011949999340004
216000.0,23.91531717014385
219600.0,23.70793770071907
223200.0,23.443451308615636
226800.0,23.1410973551001
230400.0,22.870089862661985
234000.0,22.616830311547403
237600.0,22.516763589729635
241200.0,22.41442645701784
244800.0,22.31181542984882
248400.0,22.18935911045395
252000.0,22.09935099226385
255600.0,22.07960995563434
259200.0,22.18412227069308
262800.0,22.990664839308863
266400.0,23.711974834077978
270000.0,24.260990241369996
273600.0,24.758355808910153
277200.0,25.35338535616131
280800.0,25.17818392077794
284400.0,25.03995629026406
288000.0,25.030574920955303
291600.0,24.93165225914936
295200.0,24.73195608909475
298800.0,24.517863222747053
302400.0,24.306618951621772
306000.0,24.090661087094475
309600.0,23.880962863586547
313200.0,23.681257222511874
316800.0,23.418264300386966
320400.0,23.26763540911304
324000.0,23.12073136020183
327600.0,22.977460043497615
331200.0,22.83243051351849
334800.0,22.693477191353907
338400.0,22.58411770669585
342000.0,22.57493184958554
345600.0,22.67437987013801
349200.0,22.881384887345405
352800.0,23.137951224268306
356400.0,23.477245004259828
360000.0,23.712861842160976
363600.0,23.8687901657284
367200.0,23.89300615700398
370800.0,23.82796836797837
374400.0,23.752028025552818
378000.0,23.764869587065164
381600.0,23.730179985905693
385200.0,23.68031075404349
388800.0,23.625047654342666
392400.0,23.564421307651628
396000.0,23.495623673894954
399600.0,23.42437811543863
403200.0,23.353537016178166
406800.0,23.283098080009097
410400.0,23.213059023861945
414000.0,23.1434175776281
417600.0,23.08126091039776
421200.0,23.029412993807796
424800.0,22.949430198848347
428400.0,22.93686866718815
432000.0,23.112657696342183
435600.0,23.326183599857984
439200.0,23.582202116969142
442800.0,23.797608271328954
446400.0,24.058517946088955
450000.0,24.40980832362692
453600.0,24.444028629786544
457200.0,24.28134578105454
460800.0,24.240780103250984
464400.0,24.140651368586532
468000.0,24.020345189382112
471600.0,23.87003376187772
475200.0,23.692925673776983
478800.0,23.50190933115948
482400.0,23.307776547143817
486000.0,23.2046709447078
489600.0,23.102150670114725
493200.0,23.00021240047346
496800.0,22.89885283175687
500400.0,22.798068678694847
504000.0,22.701772151265118
507600.0,22.627371311939044
511200.0,22.521718209138555
514800.0,22.56239826913361
518400.0,23.1235357873868
522000.0,23.332129867771073
525600.0,23.895488007913286
529200.0,24.31710739296102
532800.0,24.735177696806204
536400.0,25.06532792148994
540000.0,24.907953875235762
543600.0,24.772843183799637
547200.0,24.716284459724648
550800.0,24.68473088712426
554400.0,24.603546581104183
558000.0,24.447936903765253
561600.0,24.224019628627673
565200.0,24.004255160350795
568800.0,23.794647202416
572400.0,23.591363252715382
576000.0,23.43829319126297
579600.0,23.3317621941257
583200.0,23.2258359707086
586800.0,23.113698719793263
590400.0,23.00219806915601
594000.0,22.91455291450552
597600.0,22.835754555730034
601200.0,22.800143063953044
604800.0,22.934413919443784
608400.0,23.162619339063667
612000.0,23.933439798090944
615600.0,24.49441423435576
619200.0,24.406551111385397
622800.0,24.567517389438592
626400.0,24.84751103022279
630000.0,25.04898784346932
633600.0,25.15895175004158
637200.0,25.187180377006882
640800.0,25.157352512021873
644400.0,25.022527599830084
648000.0,24.795722617000592
651600.0,24.552087600066557
655200.0,24.304005900105494
658800.0,24.189567753821223
662400.0,24.093803604543723
666000.0,23.996430782486186
669600.0,23.896838172661717
673200.0,23.79787739403264
676800.0,23.699544438162434
680400.0,23.627733823483084
684000.0,23.881929709234157
687600.0,24.107352292550388
691200.0,23.889460686156553
694800.0,23.961635146394542
698400.0,24.51423574872996
702000.0,24.83761052531281
705600.0,24.846097423463277
709200.0,24.781167618184952
712800.0,24.93253527362043
716400.0,25.054273843176702
720000.0,25.046441567166312
723600.0,24.992249976918913
727200.0,24.904276498104082
730800.0,24.81318798306296
734400.0,24.65991292210083
738000.0,24.42523485263507
741600.0,24.208349077313528
745200.0,23.989670769421366
748800.0,23.786347659225953
752400.0,23.591560307451346
756000.0,23.498765315819014
759600.0,23.403658631868154
763200.0,23.324105582992843
766800.0,23.173541495682684
770400.0,23.312970361671262
774000.0,23.37299066398259
777600.0,23.215302990890223
